baseClassifier,datasetName,attributeName,task,dsMatrixCorrelSD,dsEigenvaluePropIntercept,dsEigenvalueCumulativeIntercept,dsChiSquaredMax,attChiSquaredNormalized,attClassifierLogisticNormalized,attCorrelationNormalized,attReliefFNormalized,attSymmetricalUncertNormalized,dsLOGnInstances,dsLnNumClasses,wrapperRelevance
simpleLogisticRegression,credit_g_part1,credit_history,classification,0.226344485197858,0.098164285714286,0.056331428571429,123.721,0.498629981975574,1.0,0.386148822821791,0.493333333333333,0.476419770570741,3.0,0.693147180559945,yes
simpleLogisticRegression,credit_g_part1,credit_amount,classification,0.226344485197858,0.098164285714286,0.056331428571429,123.721,0.217853072639245,0.6875,0.664804949304004,0.0995294117647059,0.310295992069112,3.0,0.693147180559945,yes
simpleLogisticRegression,credit_g_part1,employment,classification,0.226344485197858,0.098164285714286,0.056331428571429,123.721,0.148463074174958,0.0,0.226413473105345,0.435294117647059,0.122220648633338,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part1,housing,classification,0.226344485197858,0.098164285714286,0.056331428571429,123.721,0.147105180203846,0.0,0.521481354184568,0.0682352941176471,0.17886984846339,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part1,age,classification,0.226344485197858,0.098164285714286,0.056331428571429,123.721,0.132297669756953,0.0,0.391519161367933,0.0938039215686275,0.201812774394562,3.0,0.693147180559945,yes
simpleLogisticRegression,credit_g_part1,personal_status,classification,0.226344485197858,0.098164285714286,0.056331428571429,123.721,0.0776343547174691,0.0,0.308987798590823,0.204705882352941,0.0798753717603739,3.0,0.693147180559945,yes
simpleLogisticRegression,credit_g_part1,job,classification,0.226344485197858,0.098164285714286,0.056331428571429,123.721,0.0152358936639697,0.0,0.0818009967348342,0.140392156862745,0.0165698909502903,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part1,own_telephone,classification,0.226344485197858,0.098164285714286,0.056331428571429,123.721,0.0107499939379733,0.0,0.156684997422238,0.190588235294118,0.0147287919558136,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part1,residence_since,classification,0.226344485197858,0.098164285714286,0.056331428571429,123.721,0.0,0.0,0.0127599243856333,0.0904313725490196,0.0,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part2,duration,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,1.0,1.0,1.0,0.260419790104948,1.0,3.0,0.693147180559945,yes
simpleLogisticRegression,credit_g_part2,savings_status,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,0.770831776319583,0.0,0.612385427813707,1.0,0.723158242484308,3.0,0.693147180559945,yes
simpleLogisticRegression,credit_g_part2,purpose,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,0.71227026484537,0.0,0.348671660540641,0.685157421289355,0.463495209778659,3.0,0.693147180559945,yes
simpleLogisticRegression,credit_g_part2,property_magnitude,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,0.506492480424333,0.0,0.271623319220211,0.205397301349325,0.396762471093492,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part2,other_payment_plans,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,0.274159693024507,0.0,0.502489182524543,-0.0734632683658171,0.339610175090849,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part2,foreign_worker,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,0.143857393911311,0.0,0.381891778718653,0.160419790104948,0.346878097125867,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part2,other_parties,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,0.141901428751407,0.0,0.0284743870097241,0.203898050974513,0.223323422530558,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part2,num_dependents,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,0.0,0.0,0.0140045596240636,0.188905547226387,0.0,3.0,0.693147180559945,no
simpleLogisticRegression,credit_g_part2,installment_commitment,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,0.0,0.0,0.336853859396082,0.303298350824588,0.0,3.0,0.693147180559945,yes
simpleLogisticRegression,credit_g_part2,existing_credits,classification,0.208060122796828,0.077235714285714,0.032611428571429,46.8311,0.0,0.0,0.212766947378216,0.111394302848576,0.0,3.0,0.693147180559945,no
simpleLogisticRegression,diabetes,plas,classification,0.301797853611394,0.25625,0.227158571428571,191.476,1.0,1.0,1.0,1.0,1.0,2.88536122003151,0.693147180559945,yes
simpleLogisticRegression,diabetes,age,classification,0.301797853611394,0.25625,0.227158571428571,191.476,0.390692306085358,-0.130139292176914,0.510930132876125,0.359607700690156,0.564334085778781,2.88536122003151,0.693147180559945,yes
simpleLogisticRegression,diabetes,mass,classification,0.301797853611394,0.25625,0.227158571428571,191.476,0.370991664751718,0.205477002062029,0.627303900557223,0.564475118053033,0.626034612490594,2.88536122003151,0.693147180559945,yes
simpleLogisticRegression,diabetes,insu,classification,0.301797853611394,0.25625,0.227158571428571,191.476,0.306282771731183,0.0273955308673147,0.279682811830261,0.154740283327279,0.366440933032355,2.88536122003151,0.693147180559945,no
simpleLogisticRegression,diabetes,skin,classification,0.301797853611394,0.25625,0.227158571428571,191.476,0.227398734044998,0.0,0.160308615516502,0.454413367235743,0.228743416102333,2.88536122003151,0.693147180559945,yes
simpleLogisticRegression,diabetes,preg,classification,0.301797853611394,0.25625,0.227158571428571,191.476,0.226352127681798,0.0054812102848966,0.475567938276897,0.419905557573556,0.348382242287434,2.88536122003151,0.693147180559945,yes
simpleLogisticRegression,diabetes,pedi,classification,0.301797853611394,0.25625,0.227158571428571,191.476,0.117492531701101,0.0821865926019442,0.372481783111873,0.289139120958954,0.168547780285929,2.88536122003151,0.693147180559945,yes
simpleLogisticRegression,diabetes,pres,classification,0.301797853611394,0.25625,0.227158571428571,191.476,0.0769161670392112,0.0,0.139519931418774,0.20450417726117,0.110609480812641,2.88536122003151,0.693147180559945,yes
simpleLogisticRegression,hypothyroid_part1,TT4,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,1.0,1.0,1.0,0.853668929520262,1.0,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part1,query_hypothyroid,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,0.0149614741965341,0.0,0.297878349278074,0.0999491776867541,0.09128,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part1,T3_measured,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,0.0035945632690302,0.0,0.112330991633424,0.658307516331282,0.02488,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part1,psych,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,0.0024474359896183,0.0,0.097821866064179,0.633339249891284,0.04168,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part1,FTI_measured,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,0.0021561352951029,0.0,0.0536943552088114,1.0,0.0112,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part1,pregnant,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,0.0020180609394532,0.0,0.119214883326861,0.290514549316863,0.04576,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part1,goitre,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,0.0012880263527387,0.0,0.0952448194302256,0.173842039551051,0.03104,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part1,query_on_thyroxine,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,0.0006249137736965,0.0,0.026758922582695,0.201151167612474,0.0144,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part1,TBG,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,0.0,0.0,0.0,9.5279205030128e-15,0.0,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part1,age,classification,0.301613546101439,0.144302857142857,0.092295714285714,2226.77121,0.0,0.0,0.0127087231263459,0.339077959747267,0.0,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part2,FTI,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,1.0,1.0,1.0,0.573615771812081,1.0,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part2,T3,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,0.190451056273099,0.0,0.566321175544477,0.490142617449664,0.397908892487503,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part2,TSH_measured,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,0.0140422985639417,0.0,0.305497244817633,1.0,0.226510244314581,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part2,referral_source,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,0.0102231317627742,0.0,0.0680595644187877,0.948720637583893,0.0540026754910934,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part2,sex,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,0.0041434883727615,0.0,0.160686171608502,0.171560402684564,0.0260948391184961,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part2,T4U_measured,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,0.0019872858715798,0.0,0.0513972710574652,0.430369127516779,0.0125237625853693,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part2,thyroid_surgery,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,0.0013223794205087,0.0,0.0588428234059302,0.104446308724832,0.0348165880447793,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part2,on_antithyroid_medication,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,0.0007913167077972,0.0,0.0694043558121228,0.0718330536912752,0.0193621065971978,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part2,query_hyperthyroid,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,0.0007251135454052,0.0,0.0425741275255838,0.291631711409396,0.0092938111666549,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part2,tumor,classification,0.271021939126668,0.134184285714286,0.091532857142857,2434.929,0.0001499017014459,0.0,0.013087116242456,0.13003355704698,0.0021386326832359,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part3,TSH,classification,0.318536102569628,0.15922,0.118417142857143,4242.6957,1.0,1.0,1.0,0.138640635282383,1.0,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part3,on_thyroxine,classification,0.318536102569628,0.15922,0.118417142857143,4242.6957,0.0070964787788103,0.0,0.193846752993866,1.0,0.0341132525530276,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part3,T4U,classification,0.318536102569628,0.15922,0.118417142857143,4242.6957,0.005604149267646,0.0,0.0670577353714341,0.0396216657970458,0.0104373897415085,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part3,TT4_measured,classification,0.318536102569628,0.15922,0.118417142857143,4242.6957,0.0026302145591068,0.0,0.126764677246617,0.491771440984872,0.0126636795070358,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part3,sick,classification,0.318536102569628,0.15922,0.118417142857143,4242.6957,0.001311123963003,0.0,0.0085921526628371,0.131823659344401,0.0082293210975741,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part3,lithium,classification,0.318536102569628,0.15922,0.118417142857143,4242.6957,0.0001131827578395,0.0,0.0134358874501022,0.0385298769875301,0.0011711211787409,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part3,I131_treatment,classification,0.318536102569628,0.15922,0.118417142857143,4242.6957,5.10524476219211e-05,0.0,0.0085434719112063,0.108179443921646,0.0002501263055019,3.57657168406529,1.38629436111989,yes
simpleLogisticRegression,hypothyroid_part3,hypopituitary,classification,0.318536102569628,0.15922,0.118417142857143,4242.6957,1.97044534681099e-05,0.0,0.0112209132509006,1.18764911974193e-18,0.0002169969935149,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,hypothyroid_part3,TBG_measured,classification,0.318536102569628,0.15922,0.118417142857143,4242.6957,0.0,0.0,0.0,0.0,0.0,3.57657168406529,1.38629436111989,no
simpleLogisticRegression,segment_challenge_part1,rawred-mean,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,1.0,1.0,0.961026615969582,0.891451220610756,1.0,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part1,hue-mean,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,0.964684085425688,0.985688729874776,0.857414448669202,0.987343482569138,0.984353268428373,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part1,value-mean,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,0.917771289787786,0.913110145668285,0.988910012674271,1.0,0.922287899860918,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part1,rawgreen-mean,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,0.908940154641707,0.984666496294403,0.927122940430925,0.882262859201874,0.929242002781641,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part1,exblue-mean,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,0.753243007949635,0.823664707385638,1.0,0.767408341590848,0.743393602225313,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part1,hedge-sd,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,0.20093873869475,0.337337081523128,0.188846641318124,0.0236465183316818,0.307545201668985,3.17609125905568,1.94591014905531,no
simpleLogisticRegression,segment_challenge_part1,vegde-sd,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,0.19185941699567,0.381548683874265,0.197084917617237,0.0215295919286551,0.261126564673157,3.17609125905568,1.94591014905531,no
simpleLogisticRegression,segment_challenge_part1,region-centroid-col,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,0.0425923773025012,0.147457193968822,0.339036755386565,0.192595261688136,0.0893602225312935,3.17609125905568,1.94591014905531,no
simpleLogisticRegression,segment_challenge_part1,short-line-density-2,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,0.0144051850145293,0.0631229235880399,0.227503168567807,0.0595892261958382,0.0318150208623088,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part1,region-pixel-count,classification,0.390643503483324,0.253081428571429,0.262108571428571,4370.5027,0.0,0.0529005877843087,0.0,0.0,0.0,3.17609125905568,1.94591014905531,no
simpleLogisticRegression,segment_challenge_part2,intensity-mean,classification,0.392919120238529,0.249667142857143,0.244538571428571,4047.402,1.0,1.0,0.968621236133122,0.931195410172975,1.0,3.17609125905568,1.94591014905531,no
simpleLogisticRegression,segment_challenge_part2,rawblue-mean,classification,0.392919120238529,0.249667142857143,0.244538571428571,4047.402,0.958232737939053,0.970655270655271,1.0,1.0,0.942909760589319,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part2,exgreen-mean,classification,0.392919120238529,0.249667142857143,0.244538571428571,4047.402,0.834347959505875,0.822507122507123,0.952773375594295,0.713007364274705,0.834254143646409,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part2,saturation-mean,classification,0.392919120238529,0.249667142857143,0.244538571428571,4047.402,0.795336415804509,0.921082621082621,0.762599049128368,0.610592567220414,0.802946593001841,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part2,region-centroid-row,classification,0.392919120238529,0.249667142857143,0.244538571428571,4047.402,0.768107047434379,0.930769230769231,0.952456418383518,0.794442541531084,0.795580110497238,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part2,exred-mean,classification,0.392919120238529,0.249667142857143,0.244538571428571,4047.402,0.693954072266605,0.824216524216524,0.851980982567353,0.587172461037849,0.70902394106814,3.17609125905568,1.94591014905531,yes
simpleLogisticRegression,segment_challenge_part2,hedge-mean,classification,0.392919120238529,0.249667142857143,0.244538571428571,4047.402,0.301151627636691,0.522222222222222,0.394294770206022,0.117528686418907,0.355432780847145,3.17609125905568,1.94591014905531,no
simpleLogisticRegression,segment_challenge_part2,vedge-mean,classification,0.392919120238529,0.249667142857143,0.244538571428571,4047.402,0.263939583960279,0.452991452991453,0.40095087163233,0.0998458640178113,0.344383057090239,3.17609125905568,1.94591014905531,no
simpleLogisticRegression,segment_challenge_part2,short-line-density-5,classification,0.392919120238529,0.249667142857143,0.244538571428571,4047.402,0.0,0.0817663817663818,0.194294770206022,0.0350659359479363,0.0,3.17609125905568,1.94591014905531,no
simpleLogisticRegression,soybean_part1,fruit-pods,classification,0.202351321349157,0.092014285714286,0.058061428571429,1430.6619,1.0,0.775974025974026,0.881627056672761,0.782939683779036,0.797342995169082,2.83442070368153,2.94443897916644,yes
simpleLogisticRegression,soybean_part1,canker-lesion,classification,0.202351321349157,0.092014285714286,0.058061428571429,1430.6619,0.856519209744804,1.0,0.910420475319927,1.0,1.0,2.83442070368153,2.94443897916644,yes
simpleLogisticRegression,soybean_part1,leafspots-halo,classification,0.202351321349157,0.092014285714286,0.058061428571429,1430.6619,0.59903552334762,0.623376623376623,0.926416819012797,0.861214132344329,0.827053140096618,2.83442070368153,2.94443897916644,yes
simpleLogisticRegression,soybean_part1,date,classification,0.202351321349157,0.092014285714286,0.058061428571429,1430.6619,0.3910878594027,0.782467532467532,0.439670932358318,0.437243802459496,0.497826086956522,2.83442070368153,2.94443897916644,yes
simpleLogisticRegression,soybean_part1,stem,classification,0.202351321349157,0.092014285714286,0.058061428571429,1430.6619,0.336452379140033,0.756493506493507,1.0,0.777083739996096,0.692512077294686,2.83442070368153,2.94443897916644,yes
simpleLogisticRegression,soybean_part1,temp,classification,0.202351321349157,0.092014285714286,0.058061428571429,1430.6619,0.313717098358459,0.633116883116883,0.450639853747715,0.395666601600625,0.394685990338164,2.83442070368153,2.94443897916644,yes
