baseClassifier	datasetName	attributeName	dsMatrixCorrelSD	dsEigenvaluePropIntercept	dsEigenvalueCumulativeIntercept	dsChiSquaredMax	attChiSquaredNormalized	attClassifierLogisticNormalized	attCorrelationNormalized	attReliefFNormalized	attSymmetricalUncertNormalized	dsLOGnInstances	dsLnNumClasses	wrapperRelevance
simpleLogisticRegression	labor_part2	contribution-to-dental-plan	0.3523942964863058	0.18966666666666662	0.28495515151515155	22.943282794990115	0.42405090877391793	0.8391304347826086	0.30673934588701685	0.9749861033907726	0.3242105263157895	1.7558748556724915	0.6931471805599453	no
simpleLogisticRegression	labor_part2	contribution-to-health-plan	0.3523942964863058	0.18966666666666662	0.28495515151515155	22.943282794990115	0.413110752735039	0.9543478260869565	0.5336967294350842	0.4630350194552529	0.2932330827067669	1.7558748556724915	0.6931471805599453	yes
simpleLogisticRegression	labor_part2	vacation	0.3523942964863058	0.18966666666666662	0.28495515151515155	22.943282794990115	0.34441877696901013	0.6630434782608695	0.3115295672282788	0.6775986659255141	0.2604511278195488	1.7558748556724915	0.6931471805599453	no
simpleLogisticRegression	labor_part2	wage-increase-third-year	0.3523942964863058	0.18966666666666662	0.28495515151515155	22.943282794990115	0.10744017783201847	0.7630434782608695	0.6625371655104063	0.35352973874374655	0.09954887218045111	1.7558748556724915	0.6931471805599453	no
simpleLogisticRegression	labor_part2	education-allowance	0.3523942964863058	0.18966666666666662	0.28495515151515155	22.943282794990115	0.08159351436167894	0.6630434782608695	0.08126858275520317	0.1851028349082824	0.07488721804511278	1.7558748556724915	0.6931471805599453	no
simpleLogisticRegression	labor_part2	standby-pay	0.3523942964863058	0.18966666666666662	0.28495515151515155	22.943282794990115	0.0671664559996513	0.7999999999999999	0.637594978526594	0.22290161200667036	0.06075187969924811	1.7558748556724915	0.6931471805599453	no
simpleLogisticRegression	labor_part2	working-hours	0.3523942964863058	0.18966666666666662	0.28495515151515155	22.943282794990115	0.0	0.5956521739130435	0.5241162867525603	0.25958866036687045	0.0	1.7558748556724915	0.6931471805599453	yes
simpleLogisticRegression	glass	K	0.35339238612543505	0.18051087912087915	0.3447076923076923	187.68558780930528	1.0	0.5481638044914134	0.2335216572504708	0.10715623829149495	0.7918466522678186	2.330413773349191	1.9459101490553132	yes
simpleLogisticRegression	glass	Al	0.35339238612543505	0.18051087912087915	0.3447076923076923	187.68558780930528	0.9168220683952312	1.0	0.7915881983678593	0.33434807043836645	0.8393628509719222	2.330413773349191	1.9459101490553132	yes
simpleLogisticRegression	glass	Ba	0.35339238612543505	0.18051087912087915	0.3447076923076923	187.68558780930528	0.8861819979796	0.5679260237780713	0.7715003138731952	0.28962158111652303	0.8099352051835853	2.330413773349191	1.9459101490553132	yes
simpleLogisticRegression	glass	Mg	0.35339238612543505	0.18051087912087915	0.3447076923076923	187.68558780930528	0.7881478387260398	0.6666842800528402	1.0	1.0	1.0	2.330413773349191	1.9459101490553132	yes
simpleLogisticRegression	glass	Ca	0.35339238612543505	0.18051087912087915	0.3447076923076923	187.68558780930528	0.7830579437101196	0.0	0.26020087884494664	0.2270044960659423	0.699244060475162	2.330413773349191	1.9459101490553132	no
simpleLogisticRegression	glass	Na	0.35339238612543505	0.18051087912087915	0.3447076923076923	187.68558780930528	0.6247927384945888	0.6666842800528402	0.739171374764595	0.21983889097040094	0.6271598272138229	2.330413773349191	1.9459101490553132	yes
simpleLogisticRegression	glass	RI	0.35339238612543505	0.18051087912087915	0.3447076923076923	187.68558780930528	0.4831921042424139	0.03704095112285337	0.24890144381669804	0.18607156238291497	0.4878509719222462	2.330413773349191	1.9459101490553132	no
simpleLogisticRegression	glass	Fe	0.35339238612543505	0.18051087912087915	0.3447076923076923	187.68558780930528	0.10863486596734112	0.0888771466314399	0.2871939736346516	0.03606219557886849	0.17845572354211664	2.330413773349191	1.9459101490553132	yes
simpleLogisticRegression	glass	Si	0.35339238612543505	0.18051087912087915	0.3447076923076923	187.68558780930528	0.0	0.0592338177014531	0.21594475831763968	0.12336080929186961	0.0	2.330413773349191	1.9459101490553132	no
simpleLogisticRegression	breast_cancer	deg-malig	0.19866927857250782	0.05668192513368983	0.1949785026737969	31.694956069111043	1.0	-0.33317445185891326	0.7677023121387283	1.0	0.9974984365228267	2.456366033129043	0.6931471805599453	yes
simpleLogisticRegression	breast_cancer	inv-nodes	0.19866927857250782	0.05668192513368983	0.1949785026737969	31.694956069111043	0.9086606720302887	-0.5333651096282174	0.9425578034682082	0.22072538860103627	0.9821763602251407	2.456366033129043	0.6931471805599453	yes
simpleLogisticRegression	breast_cancer	node-caps	0.19866927857250782	0.05668192513368983	0.1949785026737969	31.694956069111043	0.6885944155229531	1.0	1.0	0.2766839378238342	1.0	2.456366033129043	0.6931471805599453	no
simpleLogisticRegression	breast_cancer	tumor-size	0.19866927857250782	0.05668192513368983	0.1949785026737969	31.694956069111043	0.5652626597255087	0.0	0.2554190751445087	0.4238341968911917	0.4580988117573483	2.456366033129043	0.6931471805599453	no
simpleLogisticRegression	breast_cancer	irradiat	0.19866927857250782	0.05668192513368983	0.1949785026737969	31.694956069111043	0.3392964189935321	0.0	0.7005057803468208	0.35129533678756475	0.48373983739837395	2.456366033129043	0.6931471805599453	no
simpleLogisticRegression	breast_cancer	age	0.19866927857250782	0.05668192513368983	0.1949785026737969	31.694956069111043	0.12613976967976023	0.0	0.1235549132947977	0.5284974093264249	0.11366479049405878	2.456366033129043	0.6931471805599453	no
simpleLogisticRegression	breast_cancer	breast-quad	0.19866927857250782	0.05668192513368983	0.1949785026737969	31.694956069111043	0.10998580217699953	0.0	0.1809971098265896	0.6062176165803109	0.09631019387116947	2.456366033129043	0.6931471805599453	no
simpleLogisticRegression	breast_cancer	breast	0.19866927857250782	0.05668192513368983	0.1949785026737969	31.694956069111043	0.031045906294368195	0.0	0.21170520231213874	0.44559585492227977	0.041432145090681674	2.456366033129043	0.6931471805599453	no
simpleLogisticRegression	breast_cancer	menopause	0.19866927857250782	0.05668192513368983	0.1949785026737969	31.694956069111043	0.02495661776305411	0.0	0.18316473988439308	0.5689119170984456	0.031113195747342087	2.456366033129043	0.6931471805599453	yes
simpleLogisticRegression	contact_lenses	tear-prod-rate	0.43962768338674946	0.30871142857142864	0.255287142857143	14.399999999999999	1.0	1.0	1.0	1.0	1.0	1.380211241711606	1.0986122886681098	yes
simpleLogisticRegression	contact_lenses	astigmatism	0.43962768338674946	0.30871142857142864	0.255287142857143	14.399999999999999	0.6296319444444445	0.834	0.35285285285285284	0.4304244226669294	0.6870099597372324	1.380211241711606	1.0986122886681098	yes
simpleLogisticRegression	contact_lenses	age	0.43962768338674946	0.30871142857142864	0.255287142857143	14.399999999999999	0.09027777777777778	0.834	0.17117117117117117	-0.09296450902054929	0.0574274210637847	1.380211241711606	1.0986122886681098	no
simpleLogisticRegression	contact_lenses	spectacle-prescrip	0.43962768338674946	0.30871142857142864	0.255287142857143	14.399999999999999	0.08796527777777777	0.834	0.16816816816816815	0.002275292473619148	0.07204916295825388	1.380211241711606	1.0986122886681098	no
simpleLogisticRegression	credit_g_part1	checking_status	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	1.0	0.9495192307692308	1.0	1.0	1.0	3.0	0.6931471805599453	yes
simpleLogisticRegression	credit_g_part1	credit_history	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	0.49862998197557407	1.0	0.3861488228217907	0.4933333333333333	0.4764197705707407	3.0	0.6931471805599453	yes
simpleLogisticRegression	credit_g_part1	credit_amount	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	0.21785307263924475	0.9879807692307693	0.6648049493040041	0.09952941176470588	0.31029599206911196	3.0	0.6931471805599453	yes
simpleLogisticRegression	credit_g_part1	employment	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	0.14846307417495816	0.9615384615384617	0.22641347310534454	0.43529411764705883	0.12222064863333805	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part1	housing	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	0.14710518020384575	0.9615384615384617	0.5214813541845679	0.06823529411764705	0.17886984846339044	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part1	age	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	0.13229766975695312	0.9615384615384617	0.39151916136793263	0.09380392156862745	0.20181277439456166	3.0	0.6931471805599453	yes
simpleLogisticRegression	credit_g_part1	personal_status	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	0.07763435471746914	0.9615384615384617	0.30898779859082315	0.20470588235294118	0.07987537176037388	3.0	0.6931471805599453	yes
simpleLogisticRegression	credit_g_part1	job	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	0.015235893663969737	0.9615384615384617	0.08180099673483417	0.1403921568627451	0.016569890950290326	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part1	own_telephone	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	0.010749993937973344	0.9615384615384617	0.15668499742223752	0.19058823529411764	0.01472879195581362	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part1	residence_since	0.22640819741700957	0.0759791	0.18479600000000013	123.7209435162656	0.0	0.9615384615384617	0.01275992438563327	0.0904313725490196	0.0	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part2	duration	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	1.0	1.0	1.0	0.2573333333333333	1.0	3.0	0.6931471805599453	yes
simpleLogisticRegression	credit_g_part2	savings_status	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	0.7708317763195826	0.9852216748768473	0.6123854278137068	1.0	0.7231582424843079	3.0	0.6931471805599453	yes
simpleLogisticRegression	credit_g_part2	purpose	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	0.7122702648453699	0.9852216748768473	0.34867166054064114	0.677037037037037	0.46349520977865877	3.0	0.6931471805599453	yes
simpleLogisticRegression	credit_g_part2	property_magnitude	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	0.5064924804243334	0.9852216748768473	0.2716233192202112	0.19555555555555554	0.39676247109349194	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part2	other_payment_plans	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	0.2741596930245072	0.9852216748768473	0.5024891825245429	-0.06814814814814814	0.339610175090849	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part2	foreign_worker	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	0.14385739391131108	0.9852216748768473	0.38189177871865254	0.15555555555555556	0.34687809712586726	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part2	other_parties	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	0.14190142875140666	0.9778325123152709	0.028474387009724093	0.20296296296296296	0.22332342253055834	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part2	num_dependents	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	0.0	0.9852216748768473	0.014004559624063648	0.1822222222222222	0.0	3.0	0.6931471805599453	no
simpleLogisticRegression	credit_g_part2	installment_commitment	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	0.0	0.9852216748768473	0.3368538593960825	0.2952592592592592	0.0	3.0	0.6931471805599453	yes
simpleLogisticRegression	credit_g_part2	existing_credits	0.20807424281257317	0.06149815384615384	0.13176941538461578	46.8311024245565	0.0	0.9852216748768473	0.21276694737821616	0.11155555555555555	0.0	3.0	0.6931471805599453	no
simpleLogisticRegression	diabetes	plas	0.30179785361139405	0.2347186111111111	0.28023166666666655	191.47600413816897	1.0	1.0	1.0	1.0	1.0	2.885361220031512	0.6931471805599453	yes
simpleLogisticRegression	diabetes	age	0.30179785361139405	0.2347186111111111	0.28023166666666655	191.47600413816897	0.39069230608535793	-0.1301392921769137	0.5109301328761251	0.35960770069015624	0.5643340857787811	2.885361220031512	0.6931471805599453	yes
simpleLogisticRegression	diabetes	mass	0.30179785361139405	0.2347186111111111	0.28023166666666655	191.47600413816897	0.37099166475171824	0.2054770020620292	0.6273039005572225	0.5644751180530331	0.6260346124905944	2.885361220031512	0.6931471805599453	yes
simpleLogisticRegression	diabetes	insu	0.30179785361139405	0.2347186111111111	0.28023166666666655	191.47600413816897	0.306282771731183	0.02739553086731473	0.27968281183026145	0.15474028332727932	0.3664409330323552	2.885361220031512	0.6931471805599453	no
simpleLogisticRegression	diabetes	skin	0.30179785361139405	0.2347186111111111	0.28023166666666655	191.47600413816897	0.22739873404499783	0.0	0.16030861551650236	0.4544133672357428	0.2287434161023326	2.885361220031512	0.6931471805599453	yes
simpleLogisticRegression	diabetes	preg	0.30179785361139405	0.2347186111111111	0.28023166666666655	191.47600413816897	0.22635212768179824	0.005481210284896688	0.47556793827689664	0.4199055575735562	0.3483822422874342	2.885361220031512	0.6931471805599453	yes
simpleLogisticRegression	diabetes	pedi	0.30179785361139405	0.2347186111111111	0.28023166666666655	191.47600413816897	0.11749253170110092	0.0821865926019442	0.37248178311187313	0.2891391209589539	0.1685477802859293	2.885361220031512	0.6931471805599453	yes
simpleLogisticRegression	diabetes	pres	0.30179785361139405	0.2347186111111111	0.28023166666666655	191.47600413816897	0.07691616703921118	0.0	0.1395199314187741	0.20450417726116962	0.11060948081264109	2.885361220031512	0.6931471805599453	yes
simpleLogisticRegression	hypothyroid_part1	TT4	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	1.0	1.0	1.0	0.8536689295202621	1.0	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part1	query_hypothyroid	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	0.014961474196534092	0.9875283446712018	0.2978783492780739	0.09994917768675406	0.09128	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part1	T3_measured	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	0.00359456326903023	0.9875283446712018	0.11233099163342394	0.6583075163312815	0.02488	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part1	psych	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	0.00244743598961835	0.9875283446712018	0.09782186606417904	0.6333392498912839	0.04168	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part1	FTI_measured	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	0.002156135295102904	0.9875283446712018	0.05369435520881138	1.0	0.0112	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part1	pregnant	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	0.0020180609394532274	0.9875283446712018	0.1192148833268613	0.2905145493168635	0.04576	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part1	goitre	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	0.001288026352738771	0.9875283446712018	0.09524481943022557	0.17384203955105143	0.03104	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part1	query_on_thyroxine	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	0.0006249137736965802	0.9875283446712018	0.026758922582694952	0.20115116761247406	0.0144	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part1	TBG	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	0.0	0.0	0.0	9.65994711506379e-15	0.0	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part1	age	0.30034221347627743	0.13533615384615386	0.15054346153846165	2226.7712115372237	0.0	0.9875283446712018	0.012708723126345889	0.3390779597472673	0.0	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part2	FTI	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	1.0	1.0	1.0	0.5742740329174966	1.0	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part2	T3	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	0.19045105627309872	0.9852941176470588	0.5663211755444766	0.49009330118461053	0.39790889248750266	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part2	TSH_measured	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	0.0140422985639417	0.9852941176470588	0.3054972448176332	1.0	0.22651024431458142	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part2	referral_source	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	0.010223131762774193	0.9852941176470588	0.06805956441878773	0.9475836041513785	0.05400267549109343	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part2	sex	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	0.004143488372761588	0.9852941176470588	0.1606861716085017	0.19373099905650487	0.026094839118496093	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part2	T4U_measured	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	0.0019872858715798284	0.9852941176470588	0.051397271057465235	0.43012894433378757	0.012523762585369289	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part2	thyroid_surgery	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	0.0013223794205087704	0.9852941176470588	0.05884282340593021	0.10420379494705943	0.03481658804477927	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part2	on_antithyroid_medication	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	0.0007913167077972294	0.9852941176470588	0.06940435581212281	0.07181046231261139	0.019362106597197774	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part2	query_hyperthyroid	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	0.0007251135454052253	0.9852941176470588	0.04257412752558384	0.291330328126638	0.009293811166654932	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part2	tumor	0.27372037266716226	0.1129767320261438	0.20917771241830074	2434.9290443526024	0.00014990170144591483	0.9852941176470588	0.013087116242456048	0.1303071600796729	0.002138632683235936	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part3	TSH	0.31800658122621567	0.14976075757575757	0.16223212121212127	4242.695701221491	1.0	1.0	1.0	0.1386406352823831	1.0	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part3	on_thyroxine	0.31800658122621567	0.14976075757575757	0.16223212121212127	4242.695701221491	0.007096478778810368	0.9808558558558559	0.19384675299386625	1.0	0.034113252553027607	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part3	T4U	0.31800658122621567	0.14976075757575757	0.16223212121212127	4242.695701221491	0.005604149267646039	0.9808558558558559	0.06705773537143414	0.03962166579704583	0.010437389741508544	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part3	TT4_measured	0.31800658122621567	0.14976075757575757	0.16223212121212127	4242.695701221491	0.0026302145591068434	0.9808558558558559	0.1267646772466167	0.4917714409848715	0.012663679507035838	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part3	sick	0.31800658122621567	0.14976075757575757	0.16223212121212127	4242.695701221491	0.0013111239630030501	0.9808558558558559	0.008592152662837116	0.13182365934440074	0.008229321097574106	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part3	lithium	0.31800658122621567	0.14976075757575757	0.16223212121212127	4242.695701221491	0.00011318275783954999	0.9808558558558559	0.01343588745010223	0.03852987698753011	0.0011711211787409205	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part3	I131_treatment	0.31800658122621567	0.14976075757575757	0.16223212121212127	4242.695701221491	5.105244762192112e-05	0.9808558558558559	0.00854347191120631	0.10817944392164557	0.0002501263055019505	3.5765716840652906	1.3862943611198906	yes
simpleLogisticRegression	hypothyroid_part3	hypopituitary	0.31800658122621567	0.14976075757575757	0.16223212121212127	4242.695701221491	1.9704453468109908e-05	0.0	0.011220913250900594	1.187649119741932e-18	0.0002169969935149372	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	hypothyroid_part3	TBG_measured	0.31800658122621567	0.14976075757575757	0.16223212121212127	4242.695701221491	0.0	0.0	0.0	0.0	0.0	3.5765716840652906	1.3862943611198906	no
simpleLogisticRegression	segment_challenge_part1	rawred-mean	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	1.0	1.0	0.9610266159695818	0.8914512206107559	1.0	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part1	hue-mean	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	0.9646840854256881	0.9856887298747764	0.8574144486692016	0.9873434825691378	0.9843532684283727	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part1	value-mean	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	0.9177712897877858	0.9131101456682853	0.9889100126742713	1.0	0.9222878998609179	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part1	rawgreen-mean	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	0.9089401546417074	0.9846664962944033	0.9271229404309254	0.8822628592018738	0.929242002781641	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part1	exblue-mean	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	0.7532430079496347	0.8236647073856376	1.0	0.7674083415908477	0.7433936022253128	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part1	hedge-sd	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	0.20093873869475015	0.3373370815231281	0.1888466413181242	0.023646518331681833	0.3075452016689847	3.1760912590556813	1.9459101490553132	no
simpleLogisticRegression	segment_challenge_part1	vegde-sd	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	0.19185941699566963	0.38154868387426527	0.197084917617237	0.021529591928655077	0.26112656467315715	3.1760912590556813	1.9459101490553132	no
simpleLogisticRegression	segment_challenge_part1	region-centroid-col	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	0.04259237730250116	0.1474571939688219	0.33903675538656525	0.1925952616881362	0.08936022253129346	3.1760912590556813	1.9459101490553132	no
simpleLogisticRegression	segment_challenge_part1	short-line-density-2	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	0.014405185014529335	0.06312292358803986	0.22750316856780736	0.059589226195838216	0.03181502086230876	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part1	region-pixel-count	0.3906435034833236	0.1811154999999999	0.47005825000000023	4370.50274395442	0.0	0.052900587784308714	0.0	0.0	0.0	3.1760912590556813	1.9459101490553132	no
simpleLogisticRegression	segment_challenge_part2	intensity-mean	0.39291912023852904	0.1804779999999999	0.46660000000000024	4047.4019792195813	1.0	1.0	0.968621236133122	0.9311954101729748	1.0	3.1760912590556813	1.9459101490553132	no
simpleLogisticRegression	segment_challenge_part2	rawblue-mean	0.39291912023852904	0.1804779999999999	0.46660000000000024	4047.4019792195813	0.9582327379390532	0.9706552706552707	1.0	1.0	0.9429097605893185	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part2	exgreen-mean	0.39291912023852904	0.1804779999999999	0.46660000000000024	4047.4019792195813	0.8343479595058756	0.8225071225071225	0.9527733755942946	0.7130073642747047	0.8342541436464088	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part2	saturation-mean	0.39291912023852904	0.1804779999999999	0.46660000000000024	4047.4019792195813	0.7953364158045088	0.9210826210826211	0.7625990491283677	0.6105925672204144	0.8029465930018416	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part2	region-centroid-row	0.39291912023852904	0.1804779999999999	0.46660000000000024	4047.4019792195813	0.768107047434379	0.9307692307692308	0.9524564183835181	0.7944425415310841	0.7955801104972375	3.1760912590556813	1.9459101490553132	yes
simpleLogisticRegression	segment_challenge_part2	exred-mean	0.39291912023852904	0.1804779999999999	0.46660000000000024	4047.4019792195813	0.6939540722666045	0.8242165242165242	0.8519809825673533	0.587172461037849	0.7090239410681399	3.1760912590556813	1.9459101490553132	yes
