@relation segment_challenge_part1
@attribute rawred-mean real
@attribute hue-mean real
@attribute value-mean real
@attribute rawgreen-mean real
@attribute exblue-mean real
@attribute hedge-sd real
@attribute vegde-sd real
@attribute region-centroid-col real
@attribute short-line-density-2 real
@attribute region-pixel-count real
@attribute class{brickface,cement,foliage,grass,path,sky,window}
@data
17.5556,-2.17742,28.6667,18.4444,21.3333,1.70837,1.03279,112.0,0.0,9.0,"window"
44.4444,-2.02184,61.6667,43.1111,35.7778,2.03761,1.14342,244.0,0.0,9.0,"path"
23.5556,-1.84616,35.7778,20.1111,27.8889,6.29629,4.74444,101.0,0.0,9.0,"brickface"
35.6667,-2.05496,49.7778,35.1111,28.7778,1.99351,0.928958,188.0,0.0,9.0,"cement"
96.7778,-2.26623,130.556,102.333,62.0,0.196295,0.611111,86.0,0.0,9.0,"sky"
85.0,-2.25454,121.444,90.5556,67.3333,0.755557,0.122222,184.0,0.0,9.0,"sky"
5.0,1.97614,9.66667,9.66667,-6.22222,0.907408,0.474074,207.0,0.0,9.0,"grass"
0.333333,-2.27407,4.88889,1.33333,8.11111,0.596296,0.418518,27.0,0.0,9.0,"foliage"
113.111,-2.30341,140.444,118.556,49.2222,1.06805,0.92896,138.0,0.0,9.0,"sky"
0.0,-2.0944,1.55556,0.0,3.11111,0.02963,0.02963,74.0,0.0,9.0,"foliage"
13.3333,2.20467,19.8889,19.8889,-5.22222,0.760116,0.688531,4.0,0.0,9.0,"grass"
1.88889,-2.12759,8.55556,2.11111,13.1111,0.285185,0.507408,170.0,0.0,9.0,"window"
95.1111,-2.3674,128.333,103.778,57.7778,0.272164,0.490653,37.0,0.0,9.0,"sky"
113.444,-2.36728,138.111,119.889,42.8889,1.04881,0.574135,92.0,0.0,9.0,"sky"
49.1111,-2.02862,67.8889,47.8889,38.7778,2.52689,2.319,143.0,0.0,9.0,"path"
13.4444,-2.06925,23.7778,13.2222,20.8889,0.266666,3.32222,45.0,0.0,9.0,"cement"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,9.0,"window"
110.556,-2.35936,140.0,118.0,51.4444,0.455419,0.455421,1.0,0.0,9.0,"sky"
51.1111,-2.0338,72.5556,49.7778,44.2222,2.50111,2.46532,114.0,0.0,9.0,"path"
20.4444,-1.65988,28.1111,15.7778,20.0,9.44074,8.20741,69.0,0.0,9.0,"brickface"
7.66667,-0.95784,7.88889,3.55556,3.44444,0.311111,0.151852,104.0,0.0,9.0,"brickface"
2.33333,-2.27297,10.4444,3.77778,14.7778,39.2889,45.8407,75.0,0.0,9.0,"foliage"
52.5556,-2.14505,76.4444,53.7778,46.5556,0.574133,0.722649,116.0,0.0,9.0,"cement"
6.22222,1.98299,11.5556,11.5556,-6.66667,0.551852,0.918519,63.0,0.0,9.0,"grass"
15.5556,-2.14718,26.5556,16.1111,21.4444,0.874073,5.5,57.0,0.0,9.0,"window"
51.3333,-2.10133,72.4444,51.4444,42.1111,1.54441,2.23772,167.0,0.0,9.0,"path"
22.6667,-1.70091,30.6667,17.8889,20.7778,0.388889,0.507407,67.0,0.0,9.0,"brickface"
1.0,-2.24813,7.44444,2.0,11.8889,0.296296,0.418518,235.0,0.0,9.0,"foliage"
11.7778,-2.14907,24.1111,12.4444,24.0,0.211111,0.074074,33.0,0.0,9.0,"window"
42.3333,-2.03862,56.5556,41.5556,29.2222,0.501848,1.22323,140.0,0.0,9.0,"cement"
50.4444,-2.07765,72.6667,50.1111,44.7778,0.93492,1.11056,75.0,0.0,9.0,"cement"
7.0,-1.17577,7.88889,3.44444,4.88889,0.429629,0.374074,39.0,0.0,9.0,"brickface"
12.8889,2.30668,22.2222,22.2222,-5.77778,1.36296,0.255556,214.0,0.0,9.0,"grass"
28.3333,-2.03798,40.3333,27.6667,24.6667,2.88889,0.922221,15.0,0.0,9.0,"path"
11.2222,2.40285,19.3333,19.3333,-3.44444,0.829629,1.45555,58.0,0.0,9.0,"grass"
49.4444,-2.00361,64.4444,48.1111,31.3333,5.5889,0.874075,121.0,0.0,9.0,"cement"
16.8889,-2.10097,30.4444,17.0,27.0,0.033333,0.077778,123.0,0.0,9.0,"window"
19.5556,-1.6232,25.8889,14.5556,17.6667,3.18518,0.88889,26.0,0.0,9.0,"brickface"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,9.0,"window"
0.555556,-2.5489,3.55556,2.0,4.55556,0.918937,0.611616,33.0,0.0,9.0,"foliage"
49.7778,-2.03737,69.2222,48.6667,40.0,2.08344,1.76383,28.0,0.0,9.0,"path"
17.3333,-2.18244,34.4444,18.7778,32.7778,0.344444,0.266666,173.0,0.0,9.0,"window"
38.0,-2.14372,50.3333,37.7778,24.8889,5.45554,0.91287,24.0,0.0,9.0,"path"
0.0,-2.0944,1.55556,0.0,3.11111,0.151852,0.077778,23.0,0.0,9.0,"foliage"
42.5556,-2.04424,60.4444,41.6667,36.6667,1.04881,1.68215,48.0,0.0,9.0,"cement"
14.2222,-2.06017,31.1111,15.1111,32.8889,1.99629,2.02941,68.0,0.0,9.0,"foliage"
54.2222,-2.04242,70.8889,53.3333,34.2222,0.836659,1.04704,130.0,0.0,9.0,"cement"
10.3333,2.09922,16.8889,16.8889,-6.55556,0.998146,1.29529,55.0,0.0,9.0,"grass"
53.4444,-2.14451,79.1111,54.6667,50.1111,0.658281,3.7619,79.0,0.0,9.0,"cement"
0.555556,-2.16432,6.88889,1.0,12.2222,0.222222,0.374074,18.0,0.0,9.0,"foliage"
54.8889,-2.04418,77.5556,53.7778,46.4444,3.19722,2.98453,187.0,0.0,9.0,"path"
5.66667,-1.25836,6.88889,2.88889,5.0,0.266667,0.122222,38.0,0.0,9.0,"brickface"
117.0,-2.30669,140.222,121.778,41.6667,1.94444,1.1,147.0,0.0,9.0,"sky"
132.111,-2.1462,147.889,132.889,30.7778,0.488884,0.388882,235.0,0.0,9.0,"sky"
44.7778,-1.9876,60.6667,43.0,33.5556,1.12382,0.998145,205.0,0.0,9.0,"path"
52.2222,-2.02885,72.6667,50.8889,42.2222,4.32777,4.32435,85.0,0.0,9.0,"path"
18.7778,-1.54421,23.8889,14.2222,14.7778,3.4963,1.76296,2.0,0.0,9.0,"brickface"
34.5556,-2.51749,48.1111,37.4444,24.0,41.9889,2.28519,151.0,0.0,9.0,"path"
31.3333,-2.31687,46.2222,32.3333,28.7778,152.7,7.54074,254.0,0.0,9.0,"path"
20.2222,-1.55538,24.8889,15.4444,14.1111,5.04074,0.962963,33.0,0.0,9.0,"brickface"
35.3333,-2.19894,49.6667,36.3333,27.6667,18.9222,0.729634,214.0,0.0,9.0,"path"
0.222222,-2.0944,0.777778,0.222222,1.11111,0.742867,0.278887,245.0,0.0,9.0,"window"
9.55556,2.21726,16.5556,16.5556,-5.44444,0.272165,0.928957,249.0,0.0,9.0,"grass"
12.0,2.59354,17.5556,16.7778,-0.555556,1.14074,0.177778,191.0,0.0,9.0,"grass"
4.77778,-2.09729,13.0,4.77778,16.4444,0.278887,0.250924,187.0,0.0,9.0,"window"
48.8889,-1.97496,66.5556,46.6667,37.5556,1.59745,1.18165,198.0,0.0,9.0,"path"
11.6667,-2.11327,22.6667,11.8889,21.7778,0.177777,44.7741,136.0,0.0,9.0,"window"
21.1111,-2.01975,29.3333,20.3333,17.2222,84.5963,0.462963,1.0,0.0,9.0,"path"
136.889,-2.52165,150.889,142.556,22.3333,5.05185,0.311116,122.0,0.0,9.0,"sky"
10.6667,1.99318,18.0,18.0,-9.11111,0.879815,0.505525,34.0,0.0,9.0,"grass"
6.66667,-2.04495,12.0,6.44444,10.8889,0.133333,2.06296,8.0,0.0,9.0,"cement"
74.8889,-2.2428,115.444,80.6667,75.3333,0.296297,0.211111,201.0,0.0,9.0,"sky"
0.666667,-2.0944,4.88889,0.666667,8.44444,0.211111,0.062963,169.0,0.0,9.0,"window"
94.6667,-2.3373,125.778,101.889,55.0,0.952579,0.760115,174.0,0.0,9.0,"sky"
21.8889,-1.66796,29.6667,16.7778,20.6667,2.07778,1.80741,70.0,0.0,9.0,"brickface"
12.8889,2.30573,17.1111,17.1111,-2.44444,0.996296,0.518518,118.0,0.0,9.0,"grass"
11.1111,2.39543,18.4444,18.4444,-3.33333,3.94074,0.551851,116.0,0.0,9.0,"grass"
35.4444,-2.04675,47.7778,34.7778,25.3333,53.9556,4.07778,199.0,0.0,9.0,"cement"
116.333,-2.31596,138.778,121.111,40.1111,0.562963,0.207408,121.0,0.0,9.0,"sky"
77.3333,-2.24632,118.778,83.3333,76.8889,0.533334,0.388888,234.0,0.0,9.0,"sky"
15.6667,-2.11573,26.3333,15.8889,21.1111,0.355555,0.385186,21.0,0.0,9.0,"cement"
119.0,-2.29776,142.778,123.667,42.8889,1.57408,1.22964,93.0,0.0,9.0,"sky"
6.66667,-2.26899,20.8889,9.0,26.1111,2.39134,4.19347,86.0,0.0,9.0,"foliage"
115.556,-2.40292,143.111,123.667,47.0,0.785183,0.518519,204.0,0.0,9.0,"sky"
34.5556,-2.51749,48.1111,37.4444,24.0,41.9889,2.28519,151.0,0.0,9.0,"path"
6.66667,-2.13862,19.5556,7.22222,25.2222,0.374074,0.240741,250.0,0.0,9.0,"window"
130.333,-2.26413,145.556,133.0,27.7778,0.577774,0.596293,252.0,0.0,9.0,"sky"
18.2222,-2.20829,29.3333,19.4444,21.0,0.459468,0.389681,170.0,0.0,9.0,"window"
21.1111,2.21401,34.1111,34.1111,-10.3333,4.11366,2.09497,111.0,0.0,9.0,"grass"
112.222,-2.2786,138.111,116.778,47.2222,0.074074,0.251852,212.0,0.0,9.0,"sky"
33.7778,-2.39521,47.5556,36.5556,24.7778,5.54076,0.785186,137.0,0.0,9.0,"path"
6.0,-2.19166,16.5556,7.0,20.1111,0.162963,1.80741,223.0,0.0,9.0,"window"
115.556,-2.33483,143.111,121.889,48.7778,0.344265,0.45542,73.0,0.0,9.0,"sky"
0.0,-2.0944,1.55556,0.0,3.11111,0.044444,0.02963,75.0,0.0,9.0,"foliage"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,9.0,"window"
7.44444,-0.726018,7.55556,3.55556,1.44444,0.32963,0.122222,176.0,0.0,9.0,"brickface"
54.1111,-1.72047,61.0,50.3333,17.5556,0.879816,0.68853,174.0,0.0,9.0,"cement"
47.3333,-2.1642,65.0,48.0,34.6667,4.13477,1.78159,153.0,0.0,9.0,"path"
4.55556,-1.93491,9.77778,3.66667,11.3333,0.172133,0.278887,231.0,0.0,9.0,"window"
9.33333,2.31952,16.1111,16.1111,-3.88889,1.81111,0.340741,158.0,0.0,9.0,"grass"
59.7778,-2.00783,78.0,58.1111,38.1111,1.01111,0.374074,79.0,0.0,9.0,"cement"
8.88889,2.16426,17.4444,17.4444,-7.22222,2.74604,3.2552,184.0,0.0,9.0,"grass"
4.66667,-1.98747,11.2222,3.88889,13.8889,0.45542,0.250924,225.0,0.0,9.0,"window"
0.0,-2.13034,3.88889,0.222222,7.55556,0.3,0.374074,131.0,0.0,9.0,"foliage"
17.0,-1.16284,21.2222,11.5556,11.4444,3.0963,0.151852,25.0,0.0,9.0,"brickface"
28.6667,-2.02427,40.5556,27.8889,24.5556,1.92546,1.83485,170.0,0.0,9.0,"cement"
12.4444,2.34513,20.4444,20.4444,-4.22222,0.620633,0.327731,140.0,0.0,9.0,"grass"
12.2222,-2.41807,23.4444,15.6667,19.0,70.0296,84.8778,59.0,0.111111,9.0,"foliage"
7.55556,2.15678,15.8889,15.8889,-7.22222,4.20741,3.62963,209.0,0.0,9.0,"grass"
19.0,2.17984,27.7778,27.7778,-7.22222,1.30668,0.655461,97.0,0.0,9.0,"grass"
21.3333,-1.56733,26.6667,16.2222,15.7778,0.551851,1.00741,80.0,0.0,9.0,"brickface"
0.111111,-2.14974,5.55556,0.444444,10.5556,0.355556,0.82963,59.0,0.0,9.0,"foliage"
2.55556,-3.04418,6.22222,5.66667,3.33333,2.01843,0.854184,7.0,0.0,9.0,"foliage"
97.6667,-2.26433,130.222,103.0,59.7778,1.98518,0.551851,140.0,0.0,9.0,"sky"
8.0,1.91742,10.1111,10.1111,-3.0,3.80741,2.38519,209.0,0.0,9.0,"grass"
52.2222,-2.07846,73.3333,51.8889,42.5556,0.712325,0.250924,104.0,0.0,9.0,"cement"
19.2222,-1.44664,23.2222,13.6667,13.5556,1.32222,3.62963,98.0,0.0,9.0,"brickface"
0.333333,-2.53095,1.44444,0.777778,1.77778,2.06296,0.196296,36.0,0.0,9.0,"foliage"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,"foliage"
97.6667,-2.35727,128.111,105.333,53.2222,0.583728,0.344266,207.0,0.0,9.0,"sky"
9.66667,2.48792,18.7778,18.7778,-2.22222,1.26296,0.518518,230.0,0.0,9.0,"grass"
0.555556,-2.18672,8.0,1.22222,14.2222,0.255556,1.54074,54.0,0.0,9.0,"foliage"
41.0,-1.83808,47.7778,39.0,15.5556,7.07316,0.95258,162.0,0.0,9.0,"cement"
39.0,-2.0943,57.1111,39.0,36.2222,1.18634,0.779363,191.0,0.0,9.0,"cement"
5.88889,-2.06692,13.8889,6.33333,15.5556,0.685184,125.867,208.0,0.111111,9.0,"window"
7.11111,-1.90465,11.7778,6.22222,10.2222,0.477778,3.67407,173.0,0.0,9.0,"cement"
7.11111,-2.0967,15.5556,7.22222,16.7778,0.344265,7.3799,137.0,0.0,9.0,"window"
7.11111,-0.942558,7.11111,3.0,3.22222,0.207407,0.255556,150.0,0.0,9.0,"brickface"
40.3333,-2.03005,54.0,39.4444,28.2222,2.319,4.4493,141.0,0.222222,9.0,"cement"
54.3333,-2.03361,74.8889,53.2222,42.2222,7.71338,1.78471,123.0,0.0,9.0,"path"
117.0,-2.31442,141.778,122.333,44.2222,0.774073,0.685184,31.0,0.0,9.0,"sky"
0.0,-2.0944,2.33333,0.0,4.66667,0.182574,0.172133,43.0,0.0,9.0,"window"
40.5556,-2.01658,58.1111,39.2222,36.4444,2.3797,0.64693,240.0,0.0,9.0,"path"
43.8889,-1.98678,58.6667,42.2222,31.2222,1.81046,1.52023,168.0,0.0,9.0,"path"
39.5556,-1.99886,52.8889,38.3333,27.8889,6.74949,1.78159,32.0,0.0,9.0,"path"
18.7778,-1.5483,23.7778,13.5556,15.2222,1.27778,0.488889,5.0,0.0,9.0,"brickface"
24.0,-1.61045,31.2222,18.5556,19.8889,5.86667,2.34074,77.0,0.0,9.0,"brickface"
50.4444,-2.06272,70.1111,49.8889,39.8889,2.80211,3.17921,36.0,0.0,9.0,"path"
37.1111,-2.03757,50.4444,36.3333,27.4444,3.04351,1.20031,205.0,0.0,9.0,"path"
51.0,-2.10876,74.4444,51.3333,46.5556,0.958392,1.26491,92.0,0.0,9.0,"cement"
45.3333,-1.95277,59.5556,43.1111,30.6667,1.92546,1.06805,149.0,0.0,9.0,"path"
20.3333,-1.81389,29.6667,17.1111,21.8889,2.46296,1.1,42.0,0.0,9.0,"brickface"
46.0,-1.95852,59.5556,44.0,29.1111,3.11111,0.785184,83.0,0.0,9.0,"cement"
14.5556,-2.16091,26.8889,15.3333,23.8889,0.172133,1.24127,157.0,0.0,9.0,"window"
20.3333,-1.5551,25.0,15.4444,14.2222,0.8,0.118518,30.0,0.0,9.0,"brickface"
24.4444,-2.2388,43.7778,27.1111,36.0,0.933333,1.01111,174.0,0.0,9.0,"window"
9.22222,2.43782,16.4444,16.4444,-2.55556,2.51852,2.03333,251.0,0.0,9.0,"grass"
49.8889,-2.05106,69.8889,49.0,40.8889,1.95126,2.2575,145.0,0.0,9.0,"path"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,9.0,"window"
19.2222,-1.52425,24.1111,13.8889,15.1111,3.12963,0.72963,13.0,0.0,9.0,"brickface"
101.0,-2.3197,132.222,107.778,55.6667,0.557774,0.490652,238.0,0.0,9.0,"sky"
16.1111,-1.17935,17.4444,10.3333,7.77778,1.27407,0.788889,7.0,0.0,9.0,"brickface"
92.1111,-2.35734,125.556,100.556,58.4444,1.94079,1.13529,35.0,0.0,9.0,"sky"
52.8889,-1.99205,73.3333,50.6667,43.1111,2.56183,2.09497,183.0,0.0,9.0,"path"
35.7778,-2.33897,51.4444,38.2222,28.8889,96.6555,0.518519,201.0,0.0,9.0,"path"
50.1111,-2.10265,75.5556,50.3333,50.6667,1.12875,3.20185,79.0,0.0,9.0,"cement"
18.4444,-2.09065,39.0,20.6667,38.8889,2.79218,3.10555,68.0,0.0,9.0,"foliage"
44.8889,-2.04465,61.7778,44.1111,34.5556,2.52982,2.19511,45.0,0.0,9.0,"path"
9.88889,2.36831,18.0,18.0,-3.66667,0.71111,1.85185,36.0,0.0,9.0,"grass"
74.5556,-2.20802,116.556,79.1111,79.4444,0.71111,0.211114,241.0,0.0,9.0,"sky"
35.7778,-2.38024,52.6667,40.1111,29.4444,650.43,16.5074,137.0,0.111111,9.0,"foliage"
7.33333,-2.03623,14.3333,6.88889,14.4444,0.879815,5.73779,182.0,0.0,9.0,"window"
109.111,-2.07915,132.444,108.778,47.0,0.551855,0.107408,6.0,0.0,9.0,"sky"
19.3333,-2.10498,31.4444,19.4444,24.1111,0.344266,0.389682,60.0,0.0,9.0,"window"
13.7778,1.91095,18.4444,18.4444,-6.44444,2.94895,1.06979,10.0,0.0,9.0,"grass"
