@relation sonar_all_data_part3
@attribute s13 real
@attribute s48 real
@attribute s28 real
@attribute s8 real
@attribute s23 real
@attribute s18 real
@attribute s58 real
@attribute s53 real
@attribute s43 real
@attribute s38 real
@attribute s33 real
@attribute s3 real
@attribute class{M,R}
@data
0.2679,0.1792,0.5014,0.2268,0.8311,0.6888,0.0094,0.0071,0.238,0.3597,0.1423,0.1636,"R"
0.1975,0.1701,0.5843,0.1972,0.8596,0.6122,0.0057,0.0033,0.244,0.3509,0.1668,0.0953,"R"
0.102,0.2021,0.681,0.311,0.8643,0.5632,0.0102,0.0138,0.3054,0.4424,0.2779,0.0382,"R"
0.1749,0.1297,0.4146,0.1745,0.7755,0.926,0.0161,0.0108,0.1684,0.2347,0.1942,0.0621,"R"
0.1912,0.1522,0.6124,0.2002,0.8297,0.6595,0.0068,0.0037,0.2402,0.2166,0.1811,0.0749,"R"
0.3299,0.0345,0.6203,0.2067,0.7082,0.9293,0.0034,0.0048,0.2737,0.5856,0.2903,0.0621,"R"
0.5582,0.0198,0.8015,0.3583,0.143,0.2008,0.0039,0.0073,0.1705,0.2299,0.1413,0.0507,"R"
0.1542,0.0309,0.7673,0.108,0.4208,0.1401,0.0008,0.012,0.1733,0.1906,0.5169,0.0254,"R"
0.4545,0.0408,0.839,0.1741,0.6415,0.3201,0.0085,0.0032,0.2785,0.2161,0.8067,0.0347,"R"
0.2444,0.0446,0.8516,0.1661,0.4611,0.1672,0.0016,0.0077,0.2211,0.2287,0.6096,0.0171,"R"
0.0252,0.0,0.752,0.0674,0.1208,0.269,0.0081,0.0237,0.0,0.6474,0.5372,0.0771,"R"
0.0997,0.0956,0.6385,0.0741,0.2085,0.3652,0.0048,0.0255,0.1788,0.5581,0.4672,0.0026,"R"
0.2209,0.1706,0.5323,0.0768,0.3523,0.2975,0.014,0.0129,0.3736,0.6176,0.558,0.0592,"M"
0.3136,0.15,0.595,0.0055,0.4337,0.467,0.0127,0.021,0.1653,0.3372,0.0863,0.3059,"M"
0.177,0.1035,0.5116,0.2707,0.2556,0.3797,0.0224,0.0182,0.2563,0.2108,0.4661,0.0554,"M"
0.5127,0.0762,0.1911,0.0907,0.0671,0.9335,0.0057,0.0262,0.1549,0.2023,0.2433,0.1526,"M"
0.7022,0.0586,0.4402,0.1607,0.0563,0.9458,0.0377,0.0232,0.1086,0.182,0.3321,0.0696,"M"
0.5201,0.1139,0.1835,0.0672,0.3097,0.9111,0.0101,0.0111,0.078,0.2633,0.3399,0.1268,"M"
0.5677,0.0223,0.0876,0.1388,0.6644,1.0,0.01,0.0082,0.1552,0.4029,0.3939,0.0262,"M"
0.4981,0.0269,0.0284,0.0664,0.598,0.9173,0.0121,0.0189,0.1863,0.4374,0.2925,0.0653,"M"
0.3809,0.047,0.4307,0.1092,0.8276,0.9208,0.0054,0.0099,0.2199,0.4455,0.3197,0.0449,"M"
0.1936,0.0787,0.4099,0.0961,0.7526,0.7096,0.0044,0.0174,0.3863,0.4664,0.3692,0.0474,"M"
0.3011,0.0528,0.3269,0.0391,0.8385,0.7113,0.0084,0.0179,0.2564,0.4372,0.5,0.0708,"M"
0.2268,0.0081,0.4113,0.0447,0.9311,0.8647,0.0114,0.0005,0.2493,0.4419,0.3149,0.0498,"M"
0.0717,0.1217,0.5801,0.1176,1.0,0.6711,0.0077,0.0262,0.3261,0.2311,0.1768,0.0342,"M"
0.271,0.055,0.7718,0.0828,1.0,0.647,0.0107,0.0101,0.337,0.2302,0.166,0.0203,"M"
0.2703,0.0817,0.4483,0.2287,0.9532,0.6921,0.0146,0.0199,0.3632,0.4571,0.151,0.1997,"M"
0.4012,0.0228,0.2484,0.0771,0.9093,0.8045,0.0321,0.0042,0.298,0.3379,0.2937,0.0697,"M"
0.3275,0.0271,0.4454,0.1098,0.8328,0.8025,0.0033,0.017,0.232,0.3314,0.3578,0.0656,"M"
0.3672,0.121,0.6821,0.0929,0.8899,0.8284,0.0145,0.0152,0.2596,0.2142,0.1089,0.0269,"M"
0.3938,0.0541,0.3519,0.1516,0.7852,0.8006,0.0077,0.0136,0.2854,0.3741,0.3168,0.0447,"M"
0.4144,0.0972,0.66,0.1692,0.875,0.7326,0.0055,0.0112,0.101,0.3242,0.1095,0.0306,"M"
0.2859,0.0765,0.752,0.0997,0.9126,0.6254,0.0045,0.0178,0.2983,0.3244,0.2162,0.013,"M"
0.2863,0.0495,0.9745,0.1613,0.9014,0.6304,0.0114,0.019,0.1973,0.1498,0.2525,0.0298,"M"
0.351,0.0606,0.8798,0.1654,0.8747,0.6876,0.0021,0.0175,0.1887,0.248,0.3114,0.0223,"M"
0.2947,0.0744,0.9956,0.1134,0.9284,0.5823,0.0024,0.0122,0.2055,0.339,0.3526,0.0079,"M"
0.3089,0.0946,0.9128,0.1078,1.0,0.6728,0.0036,0.0135,0.1867,0.2843,0.228,0.0239,"M"
0.3341,0.1128,0.9076,0.1229,0.9365,0.7577,0.0244,0.0068,0.2521,0.2054,0.2079,0.0277,"M"
0.2964,0.096,0.8105,0.1584,0.8969,0.6804,0.0094,0.0204,0.2077,0.2456,0.2035,0.0341,"M"
0.3843,0.01,0.708,0.2613,0.9107,0.5862,0.0068,0.0071,0.1331,0.1438,0.1448,0.0688,"M"
0.402,0.0728,0.7104,0.2116,0.9642,0.8476,0.0093,0.0191,0.0308,0.2556,0.1698,0.1,"M"
0.5959,0.0927,0.5406,0.1896,0.8373,0.8711,0.0099,0.0121,0.0869,0.1436,0.1478,0.0587,"M"
0.4622,0.1321,0.4548,0.346,1.0,0.7825,0.0288,0.0159,0.2665,0.1912,0.0477,0.012,"M"
0.4574,0.0527,0.3388,0.2734,0.9122,0.8977,0.0113,0.0063,0.2875,0.0946,0.0743,0.0628,"M"
0.7131,0.0532,0.564,0.2161,0.7716,0.8925,0.0079,0.0129,0.3404,0.3156,0.3052,0.1385,"M"
0.6173,0.0627,0.2847,0.1668,0.6372,0.8911,0.0115,0.0205,0.2385,0.2624,0.2212,0.0235,"M"
0.0616,0.1928,0.2649,0.2661,0.061,0.2428,0.0141,0.0065,0.1177,0.9016,0.537,0.0866,"M"
0.2076,0.1349,0.3451,0.4223,0.096,0.1884,0.0201,0.0081,0.2019,0.7792,0.4781,0.0629,"M"
0.165,0.1467,0.5247,0.2678,0.1012,0.4,0.0073,0.039,0.4478,0.8148,0.5756,0.0352,"M"
0.2402,0.0553,0.6134,0.459,0.1703,0.0837,0.0122,0.011,0.1669,0.9303,0.7791,0.0257,"M"
0.3004,0.2559,0.5908,0.4566,0.1944,0.1363,0.0168,0.0175,0.1557,0.948,0.6212,0.1136,"M"
0.1023,0.0794,0.6139,0.4262,0.1346,0.0849,0.0205,0.0213,0.4586,0.9136,0.5086,0.0926,"M"
0.3,0.2052,0.3444,0.2057,0.9739,0.2507,0.0162,0.0197,0.4155,0.3641,0.4336,0.0833,"M"
0.3249,0.2945,0.5363,0.1712,0.9734,0.2422,0.0194,0.023,0.3178,0.2483,0.416,0.1665,"M"
0.1788,0.0943,0.8025,0.0644,0.5469,0.2586,0.0094,0.0143,0.2494,0.4237,0.3118,0.0738,"M"
0.3141,0.264,0.8987,0.2407,0.4332,0.1859,0.0225,0.0143,0.5826,0.355,0.212,0.0518,"M"
0.2284,0.1196,0.8077,0.0947,0.5711,0.3746,0.0131,0.0197,0.4288,0.3763,0.4362,0.1447,"M"
0.3011,0.1499,0.7325,0.0439,0.6553,0.1316,0.0103,0.0149,0.2577,0.3749,0.6705,0.1219,"M"
0.4432,0.1379,0.8388,0.2018,0.7143,0.1536,0.0109,0.0274,0.5351,0.1819,0.7132,0.0622,"M"
0.2655,0.1283,0.6988,0.0813,0.5534,0.2449,0.013,0.0277,0.4241,0.2408,0.7927,0.0992,"M"
0.3375,0.09,0.8375,0.2794,0.8437,0.2177,0.0147,0.0127,0.5251,0.487,0.1534,0.1112,"M"
0.2796,0.3339,0.7278,0.1787,0.361,0.2093,0.0214,0.0317,0.7517,0.3245,0.4903,0.0577,"M"
0.4032,0.2484,0.6896,0.0989,0.8375,0.5772,0.044,0.0361,0.4602,0.3941,0.6657,0.0737,"M"
0.4576,0.0608,0.5122,0.1684,0.5188,0.3177,0.0101,0.0156,0.3203,0.1586,0.0846,0.1276,"M"
0.1247,0.1102,0.5976,0.107,0.8701,0.2266,0.009,0.005,0.0778,0.2168,0.2308,0.0334,"M"
0.1476,0.0367,0.0598,0.143,0.908,0.536,0.0047,0.0014,0.059,0.3514,0.3936,0.0115,"M"
0.1732,0.0785,0.3042,0.0805,0.7983,0.6164,0.0091,0.0036,0.1991,0.3626,0.4187,0.017,"M"
0.1184,0.0772,0.8546,0.0333,0.8057,0.7923,0.0066,0.0086,0.3702,0.4442,0.4038,0.0045,"M"
0.1771,0.0849,0.6196,0.1513,0.9067,0.8485,0.0101,0.0062,0.0834,0.0844,0.4316,0.0416,"M"
0.2782,0.0398,0.8487,0.1927,0.8705,0.7532,0.0062,0.0029,0.1035,0.0836,0.2885,0.0279,"M"
0.1227,0.0749,0.3685,0.1206,0.7851,0.813,0.0039,0.0023,0.1313,0.1386,0.4434,0.0015,"M"
0.2301,0.1806,0.9493,0.1373,0.5268,0.1673,0.0045,0.0126,0.4323,0.4936,0.718,0.008,"M"
0.2959,0.2232,0.906,0.1298,0.4333,0.218,0.002,0.0049,0.4911,0.5932,0.7774,0.0274,"M"
0.2456,0.1359,0.9349,0.2119,0.3239,0.3274,0.006,0.012,0.4837,0.5955,0.7605,0.0289,"M"
0.251,0.1654,0.8547,0.1717,0.2046,0.3887,0.0052,0.0152,0.3795,0.7426,0.6412,0.0167,"M"
0.2249,0.1558,0.9957,0.1729,0.4824,0.2185,0.0063,0.0062,0.4201,0.4565,0.6865,0.0547,"M"
0.2419,0.2779,0.9085,0.0972,0.4039,0.1755,0.0042,0.007,0.5027,0.6281,0.7204,0.0214,"M"
0.1645,0.1341,0.6779,0.0862,0.7717,0.3709,0.0022,0.0067,0.3743,0.1648,0.525,0.0346,"M"
0.2126,0.0868,0.3036,0.0999,0.8974,0.5279,0.0036,0.0071,0.2706,0.172,0.5409,0.0089,"M"
0.3927,0.1502,0.4636,0.1484,0.8697,0.5441,0.0108,0.0026,0.2614,0.3629,1.0,0.0202,"M"
0.2624,0.1034,0.396,0.1833,0.944,0.6291,0.007,0.0051,0.224,0.1748,0.9425,0.0164,"M"
0.2137,0.2458,0.6622,0.1117,0.3622,0.0689,0.005,0.0038,0.2662,0.4799,0.525,0.0604,"M"
0.1094,0.179,1.0,0.013,0.5875,0.2758,0.0035,0.004,0.2728,0.7493,0.16,0.0116,"M"
0.2354,0.0359,0.9649,0.0124,0.8609,0.4646,0.001,0.0075,0.3141,0.6207,0.3645,0.0289,"M"
0.2112,0.0303,1.0,0.0446,0.7136,0.4116,0.0009,0.01,0.3524,0.6496,0.2709,0.0436,"M"
0.2523,0.0372,0.8645,0.0456,0.7978,0.3282,0.0024,0.0048,0.4335,0.6411,0.4715,0.0178,"M"
0.3693,0.085,0.8411,0.3465,0.8601,0.4394,0.0155,0.006,0.1875,0.3885,0.6495,0.0408,"M"
0.3033,0.0526,0.9238,0.1071,0.2432,0.4519,0.005,0.0114,0.3453,0.3813,0.6824,0.0476,"M"
0.2314,0.0141,0.609,0.1605,0.5646,0.5947,0.0042,0.0151,0.1238,0.3089,0.2186,0.0386,"M"
0.4393,0.0859,0.6957,0.1103,1.0,0.3892,0.0122,0.0136,0.3131,0.3367,0.4154,0.0291,"M"
0.5237,0.0505,0.7544,0.1117,0.8449,0.3231,0.0006,0.0104,0.3459,0.317,0.4245,0.0117,"M"
0.5506,0.0406,0.736,0.1918,0.8688,0.3875,0.0085,0.0025,0.4461,0.3488,0.345,0.0453,"M"
0.3603,0.0052,0.8664,0.0903,0.8864,0.2234,0.0105,0.0057,0.1984,0.4516,0.2563,0.0344,"M"
0.3141,0.0777,0.9582,0.0578,0.6448,0.1884,0.0045,0.0097,0.1206,0.1742,0.5058,0.0384,"M"
0.34,0.0969,0.7834,0.0802,0.7007,0.2248,0.0068,0.004,0.324,0.096,0.5409,0.0446,"M"
0.5379,0.1232,0.9509,0.1702,0.76,0.272,0.0056,0.0059,0.3415,0.24,0.424,0.0433,"M"
0.3682,0.2299,0.9187,0.1323,0.5824,0.305,0.0021,0.0035,0.6163,0.476,0.6038,0.0709,"M"
0.5404,0.2037,0.938,0.1394,0.5703,0.2851,0.003,0.0019,0.4302,0.3881,0.5977,0.0539,"M"
0.4901,0.1888,0.9941,0.214,0.6665,0.2945,0.0036,0.0078,0.4806,0.4133,0.4972,0.0682,"M"
0.5175,0.1785,0.982,0.2524,0.7109,0.3424,0.0027,0.0199,0.4655,0.3391,0.2382,0.0505,"M"
0.5554,0.1364,0.9816,0.185,0.7107,0.2719,0.0051,0.0019,0.3797,0.3958,0.4586,0.0381,"M"
0.3943,0.2761,0.7689,0.1402,0.4379,0.1381,0.0087,0.0201,0.5512,0.182,0.4851,0.0411,"M"
0.2657,0.1477,0.9458,0.1473,0.4217,0.1929,0.0086,0.0024,0.3939,0.1736,0.52,0.0103,"M"
0.2743,0.1385,1.0,0.1224,0.3914,0.2429,0.0069,0.0103,0.3785,0.1311,0.5359,0.0248,"M"
0.3049,0.1057,1.0,0.1219,0.4585,0.31,0.0046,0.0108,0.1613,0.1275,0.3756,0.015,"M"
0.2896,0.1492,0.9915,0.078,0.4896,0.2226,0.0056,0.006,0.1184,0.1626,0.3921,0.0282,"M"
0.2686,0.1114,1.0,0.1209,0.5232,0.2417,0.0035,0.0062,0.1685,0.1743,0.2997,0.0167,"M"
0.2934,0.1245,1.0,0.0996,0.5114,0.2613,0.0024,0.0055,0.1377,0.1382,0.2948,0.0221,"M"
0.2105,0.1082,0.9769,0.0852,0.4809,0.226,0.0036,0.0094,0.2112,0.2243,0.3903,0.038,"M"
0.2863,0.0812,0.9812,0.169,0.7078,0.2222,0.0044,0.008,0.2417,0.203,0.3828,0.0267,"M"
0.3206,0.1185,0.9595,0.1108,0.7432,0.2939,0.0017,0.0093,0.247,0.0907,0.3115,0.0309,"M"
0.3309,0.1097,1.0,0.122,0.8366,0.3545,0.0063,0.0056,0.1909,0.0941,0.204,0.027,"M"
0.2508,0.0921,0.9471,0.0991,0.794,0.3345,0.0017,0.0027,0.2331,0.17,0.2658,0.0504,"M"
0.2381,0.1069,0.9739,0.1143,0.7793,0.2852,0.0013,0.0071,0.2061,0.1262,0.2869,0.0422,"M"
0.2657,0.072,0.9818,0.1069,0.8067,0.3715,0.0044,0.0103,0.1476,0.0701,0.2835,0.0367,"M"
0.3055,0.13,0.9315,0.1902,0.8793,0.4576,0.0009,0.0076,0.1639,0.0618,0.2042,0.0329,"M"
0.3116,0.1037,0.9955,0.1684,0.8203,0.3969,0.0022,0.0039,0.1964,0.0936,0.1645,0.0398,"M"
0.2926,0.1044,1.0,0.2337,0.8015,0.2678,0.0051,0.0045,0.0638,0.1979,0.4959,0.0488,"M"
0.2275,0.1363,1.0,0.1694,0.812,0.2862,0.0115,0.0098,0.1977,0.1411,0.416,0.0168,"M"
0.299,0.1255,1.0,0.1018,0.8302,0.2429,0.0032,0.0093,0.1149,0.1226,0.5304,0.0298,"M"
0.1878,0.1005,1.0,0.1178,0.7631,0.2339,0.0138,0.0029,0.0537,0.144,0.5197,0.018,"M"
0.1578,0.0954,0.8297,0.1123,0.7246,0.2645,0.0079,0.0046,0.1552,0.1823,0.2584,0.049,"M"
0.1665,0.0041,0.7603,0.14,0.8062,0.3175,0.0036,0.0129,0.2505,0.1713,0.1715,0.0136,"M"
