@relation ionosphere_part3
@attribute a06 real
@attribute a33 real
@attribute a21 real
@attribute a03 real
@attribute a27 real
@attribute a15 real
@attribute a12 real
@attribute a09 real
@attribute a24 real
@attribute a18 real
@attribute a30 real
@attribute class{b,g}
@data
0.16888,0.12137,0.37824,0.90932,0.18626,0.5762,0.36719,0.55187,0.55826,0.49618,0.56101,"g"
0.82857,1.0,1.0,-0.64286,1.0,1.0,0.96161,1.0,1.0,0.13839,-1.0,"b"
-0.13009,0.49195,0.79016,0.99025,0.65247,0.89812,-0.3013,0.99374,-0.64615,-0.52064,-0.75353,"g"
0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,"b"
-0.07383,0.75115,0.89991,1.0,0.83172,0.95288,-0.13814,0.99838,-0.37643,-0.344,-0.42593,"g"
0.26131,-0.06117,-0.29735,0.94598,0.52208,-0.54852,-0.03353,0.69258,0.37361,-0.4627,-0.61393,"b"
-0.03818,0.74323,0.88274,0.98166,0.81813,0.93369,-0.04507,0.95947,-0.18739,-0.11583,-0.23864,"g"
0.51724,0.0,0.0,0.0,1.0,-1.0,0.0,0.10991,0.35668,-0.83297,0.81573,"b"
0.02919,0.93323,1.0,0.84134,0.93358,0.91714,-0.01789,0.87947,-0.1629,-0.2952,-0.32298,"g"
-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,"b"
1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.2697,-1.0,-0.57779,-1.0,"g"
1.0,1.0,1.0,-0.67935,1.0,0.88683,-1.0,0.03515,-1.0,1.0,-1.0,"b"
-0.05667,0.82166,0.91428,0.95659,0.87244,0.94612,0.01279,0.96097,-0.29807,-0.32268,-0.30619,"g"
1.0,-1.0,-0.74628,0.08333,1.0,-1.0,-0.62723,0.71875,-0.46801,0.59152,-0.38914,"b"
-0.04494,0.73992,0.99484,1.0,0.8728,1.0,0.56173,1.0,-0.20081,0.32407,-0.2237,"g"
-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,"b"
0.07418,0.83574,0.99695,1.0,0.88423,0.94862,0.07033,1.0,0.1641,0.20119,0.22511,"g"
1.0,0.0,0.0,0.17188,1.0,-0.61354,1.0,0.0,-0.27083,0.36146,0.67708,"b"
0.12197,0.54252,0.83393,1.0,0.68452,0.89241,0.19211,0.98602,0.39597,0.26721,0.46031,"g"
0.0,1.0,0.0,0.01667,1.0,0.12292,0.0,0.0,-1.0,0.82813,0.18854,"b"
0.16334,0.22101,0.56553,1.0,0.43317,0.81011,0.37107,0.91759,0.6472,0.48311,0.76147,"g"
-1.0,1.0,0.32675,0.63816,1.0,0.01754,1.0,0.87719,1.0,-1.0,1.0,"b"
0.76131,0.51382,0.88065,1.0,0.9289,1.0,0.4799,1.0,-0.12312,-0.50126,-0.27387,"g"
0.3913,1.0,1.0,0.84783,1.0,1.0,0.27038,0.66938,0.26585,0.02672,-0.01947,"b"
0.02477,0.80355,1.0,1.0,0.96414,1.0,0.33266,1.0,0.27376,-0.24598,0.2336,"g"
-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.65625,"b"
0.82021,0.98816,-0.73083,1.0,0.41778,-1.0,1.0,0.20619,-0.97491,-0.58634,-1.0,"g"
-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"b"
0.18281,0.71493,1.0,1.0,0.89502,1.0,0.28778,1.0,0.59457,0.65701,0.67149,"g"
1.0,1.0,-0.75,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,"b"
0.19279,0.09048,0.54473,0.96087,0.33401,0.8282,0.46281,0.98044,0.76197,0.69065,0.86061,"g"
0.0,0.0,0.0,0.69444,0.7619,0.20635,0.0,0.0,0.0,0.19444,0.0,"b"
0.10827,0.33381,0.80644,1.0,0.59417,0.94575,0.34826,1.0,0.62758,0.50391,0.72684,"g"
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,"b"
0.11982,0.40442,0.794,1.0,0.58903,0.91118,0.30889,1.0,0.58129,0.46059,0.60932,"g"
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,"b"
0.4859,-0.81383,0.74468,1.0,0.38255,1.0,1.0,1.0,1.0,1.0,1.0,"g"
-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,"b"
0.62937,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.04895,-1.0,"g"
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,"b"
0.16251,-0.04023,0.39903,0.92277,0.18765,0.70796,0.42196,0.84111,0.68343,0.642,0.71038,"g"
0.21908,-0.04013,0.04325,0.68198,-0.04314,0.0106,-0.15194,0.25795,0.24936,0.41168,0.10349,"b"
-0.05178,0.56361,0.78698,0.74852,0.61009,0.73077,0.08728,0.85947,-0.18639,-0.27811,-0.21154,"g"
0.04328,0.34411,0.65574,0.39179,0.49309,0.57836,0.1306,0.35821,0.45522,-0.10448,-0.02612,"b"
-0.10566,0.73208,0.75849,0.67547,0.73886,0.72075,0.01132,0.66038,-0.14717,0.08679,0.02264,"g"
0.03462,1.0,1.0,0.72727,0.56982,0.56818,-0.16818,0.66364,-1.0,0.21818,0.08182,"b"
0.0,0.43137,0.45882,0.57647,0.48601,0.52549,0.14118,0.4,0.08235,0.01569,0.08235,"g"
0.125,-0.00526,-0.20028,0.41932,-0.09971,-0.1335,0.36194,-0.03636,0.36364,0.40455,-1.0,"b"
0.36373,0.52361,0.73176,0.88305,0.69811,0.77897,-0.04292,0.85086,0.34871,0.5794,0.58584,"g"
-0.80553,-0.18494,-0.06959,0.84557,0.70882,-0.20019,-0.00763,0.80648,0.80934,-0.11344,-0.14109,"b"
0.04348,0.50435,0.26957,0.7087,0.4993,0.50435,0.26957,0.65217,-0.03845,-0.42609,-0.04448,"g"
0.73375,0.52632,0.50464,-0.5418,0.41348,0.56347,-0.1517,0.31889,-0.6161,0.45201,0.11146,"b"
0.16808,0.39559,0.34975,0.29202,0.50369,0.55518,-0.16638,0.52632,-0.20883,-0.22411,0.09847,"g"
0.0,0.0,-0.102,0.79157,-0.34146,0.23725,0.99557,0.39468,0.23725,0.95122,0.69401,"b"
0.37379,-0.67699,-0.46635,0.90116,-0.71844,0.06438,0.81152,0.59784,0.53805,0.87396,0.11218,"g"
0.46259,-0.59943,-0.68274,0.97714,-0.83314,-0.13254,0.92643,0.47968,0.33537,0.91624,-0.19321,"g"
0.0,0.0,0.97068,-1.0,-1.0,0.0,-0.41368,0.60586,-1.0,-0.2671,-1.0,"b"
0.02543,0.57455,0.70021,0.74084,0.64158,0.74695,0.31152,0.6623,0.12185,-0.07853,0.17539,"g"
0.0,0.0,0.0,1.0,-1.0,0.0,-0.94853,0.80882,-1.0,-0.77206,-1.0,"b"
-0.03142,0.87011,1.0,1.0,0.9649,1.0,-0.07092,1.0,-0.19272,-0.14257,-0.17123,"g"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"b"
-0.1269,0.69531,1.0,0.95704,0.88793,1.0,-0.01124,0.97026,-0.39458,-0.21216,-0.23728,"g"
0.0,0.0,0.0,0.28409,1.0,0.0,0.06439,0.30682,0.0,-0.35985,-0.48485,"b"
-0.03692,1.0,1.0,0.9449,1.0,1.0,-0.10104,0.90083,-0.26571,-0.17681,-0.36931,"g"
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.71951,0.0,"b"
-0.11313,0.76586,0.89876,0.99449,0.87579,0.87161,-0.07496,0.99061,-0.05882,-0.12977,-0.16581,"g"
0.0,0.0,0.0,0.10135,1.0,0.0,1.0,0.5473,0.0,-1.0,-0.23649,"b"
-0.73371,0.30445,0.96601,1.0,0.53777,1.0,-0.23229,1.0,-0.74896,-0.79603,-1.0,"g"
0.0,0.0,1.0,0.65909,1.0,0.0,-0.2803,0.77273,0.0,-0.22727,-0.93182,"b"
0.41149,-0.42912,-0.48199,0.86284,-0.63038,-0.04061,0.81533,0.54559,0.40996,0.75785,-0.07816,"g"
0.0,0.0,0.0,0.42,1.0,0.0,0.64,0.9,0.0,-0.29,0.0,"b"
0.52013,-0.37432,-0.64527,1.0,-0.71731,-0.2198,0.9173,0.4766,0.29162,0.75517,-0.28183,"g"
1.0,0.0,0.00048,0.91353,-1e-05,0.01401,-0.10241,0.05405,0.00019,-0.00537,0.0,"b"
0.07143,0.14694,0.30952,0.21429,0.22109,0.30952,0.02381,0.2381,-0.11905,-0.11905,0.0,"g"
0.04918,0.4918,0.67213,1.0,0.52385,0.68852,-0.03279,0.65574,-0.29508,-0.14754,-0.03279,"b"
0.03131,0.5884,0.70674,0.98182,0.64581,0.77118,0.04545,0.8,0.13493,0.25455,0.02727,"g"
0.11342,0.25441,-0.5183,0.39286,0.51971,-0.34797,0.40476,0.66667,-0.47594,0.15476,0.39286,"b"
-0.02494,1.0,1.0,0.86889,1.0,1.0,-0.06444,0.87778,-0.18667,0.05333,-0.14667,"g"
-0.14545,0.29091,0.12727,0.43636,0.41098,0.36364,-0.05455,0.34545,0.16364,-0.01818,-0.05455,"b"
0.75472,0.43396,0.5283,1.0,0.92192,0.62264,-0.00054,0.62264,-0.00112,-0.00085,-1.0,"g"
-0.2381,0.2619,0.45238,0.7381,0.24889,0.28571,0.12808,0.45238,-0.2619,0.51163,0.0,"b"
-0.10417,0.33333,0.33333,0.4375,0.44012,0.54167,0.0,0.33333,0.1875,-0.22917,-0.08333,"g"
0.0,0.0,0.0,1.0,1.0,-0.95489,-0.89098,0.0,0.20301,1.0,1.0,"b"
0.1303,0.18632,0.53258,0.95217,0.34374,0.72254,0.6132,0.84881,0.44511,0.40844,1.0,"g"
0.80521,0.81979,0.98484,0.5984,1.0,0.91962,0.07981,0.8401,-0.85755,-0.05206,0.42677,"b"
-0.01918,0.93144,0.9762,0.95882,0.95677,1.0,-0.02716,0.96974,-0.05318,-0.05179,0.01307,"g"
0.85388,0.0,0.0,0.0,1.0,-0.30241,0.31385,0.68869,-1.0,0.16391,0.0,"b"
0.00843,0.9842,1.0,0.96933,0.99188,1.0,-0.0351,0.97868,-0.04744,-0.01175,-0.02478,"g"
-0.22703,0.28919,1.0,0.0,1.0,1.0,0.07297,0.0,-0.41622,-0.11351,0.0,"b"
-0.02439,0.17073,0.26829,0.64122,0.19304,0.29268,0.04755,0.19512,0.05813,0.0,0.05504,"g"
-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.27778,-1.0,1.0,"b"
0.2449,-0.26531,-0.28571,0.34694,-0.46579,0.0,0.59184,0.46939,0.32653,0.55102,0.18367,"g"
-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,"b"
0.375,-0.28676,-0.73529,0.89706,-0.67925,-0.20588,0.88971,0.45588,0.08824,0.67647,-0.42647,"g"
0.15033,-0.40201,-0.04575,-1.0,0.74385,-0.79085,1.0,-0.30719,-0.94118,-0.83007,0.05229,"b"
0.0,0.41667,0.31667,0.26667,0.46214,0.7,0.01667,0.36667,0.0,0.2,0.03333,"g"
0.12159,-8e-05,0.00138,-0.26667,0.00019,-0.01586,0.02575,0.06192,0.00102,-0.00883,5e-05,"b"
0.2973,0.51351,0.62162,1.0,0.61031,0.62162,-0.27027,0.86486,0.13514,-0.21622,-0.23027,"g"
-0.33203,-1.0,-0.99219,0.94531,0.82041,-1.0,-0.01953,0.97266,0.34766,-0.03516,-0.06641,"b"
-0.01272,0.95838,0.93584,0.95202,0.96215,0.9526,0.0052,0.96705,-0.0237,-0.02659,0.01908,"g"
-1.0,1.0,0.0,1.0,1.0,1.0,-0.25712,0.36111,-0.50333,-0.38853,-0.27778,"b"
-0.10345,-8e-05,-3e-05,0.31034,-0.00025,0.00741,-0.03689,0.07405,-0.00166,-0.00893,-0.00024,"g"
0.0,0.47059,0.58824,0.62745,0.52409,0.64706,-0.11765,0.62745,-0.23529,-0.11765,-0.31373,"b"
0.26667,0.00025,-0.02474,0.25,-0.00621,-0.03685,0.14922,0.07766,-0.00273,0.03458,-0.0052,"g"
0.0,0.0,0.0,-0.65625,0.03125,0.0625,0.0,0.625,0.0,-0.15625,0.03125,"b"
-0.02703,1.0,1.0,1.0,0.98556,1.0,-0.03243,0.95135,0.04324,0.09189,-0.03243,"g"
0.08069,1.0,1.0,0.85271,1.0,1.0,0.03876,0.91473,-1.0,0.04651,0.06977,"b"
0.08021,0.97861,0.96791,0.90374,0.96974,1.0,-0.01604,0.93048,-0.01604,0.04813,0.0107,"g"
0.1,0.40445,-0.48,-0.205,0.3219,-0.095,-0.34617,0.3225,0.33176,0.235,0.185,"b"
0.06667,0.63333,0.73333,0.6,0.65932,0.73333,0.0,0.7,0.0,0.1,0.13333,"g"
0.00838,0.04749,-0.04749,0.05866,0.10335,0.06425,-0.07542,0.00559,-0.00559,0.09497,-0.00279,"b"
0.67248,0.50376,-0.52475,0.94653,0.16085,-0.75881,0.84475,0.01267,-0.55089,0.07208,-0.41901,"g"
0.04598,-0.04598,0.02011,0.0546,0.00862,-0.08333,-0.06609,-0.07759,-0.01149,0.08046,0.01149,"b"
0.01084,0.79015,0.75961,0.72414,0.78041,0.85123,-0.00985,0.79015,0.05517,-0.00788,-0.05025,"g"
0.0,-0.01427,0.0214,0.03852,0.03994,0.0,-0.01284,0.0214,-0.02282,-0.02853,0.00713,"b"
0.33598,0.2672,-0.14815,0.4709,0.03574,-0.4127,0.53968,0.01852,-0.38095,0.06878,-0.21693,"g"
-0.04119,0.1167,0.1167,0.08696,0.08467,0.14645,-0.01144,0.12586,-0.00229,-0.04805,-0.06636,"b"
0.64534,-0.21572,0.49909,0.94333,0.60098,-0.62706,0.42048,-0.55941,-0.3766,-0.62157,0.60512,"g"
-0.00846,0.00705,0.04372,0.01975,0.01834,-0.01975,0.00141,0.01128,0.0,0.0268,-0.01551,"b"
-0.05676,0.79089,0.88125,0.85736,0.82383,0.78342,0.11949,0.84317,0.0224,-0.06796,-0.06423,"g"
1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,"b"
0.76432,-0.11215,0.28444,0.85209,0.71698,-0.859,0.4998,-0.42625,-0.3523,-0.55262,0.5831,"g"
0.5125,0.0,1.0,1.0,1.0,0.0,0.03125,1.0,1.0,-1.0,1.0,"b"
1.0,-0.11765,0.35294,1.0,0.92874,-0.96078,0.58824,-0.4902,-0.72549,-0.68627,0.56863,"g"
-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,"b"
0.90763,-0.55556,-0.22222,0.44444,0.9212,-1.0,0.33333,-0.33333,-0.22222,-0.77778,0.84353,"g"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"b"
0.0,0.67493,0.75,1.0,0.73944,0.86922,0.12094,0.75,-0.25,0.25,0.25,"g"
1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,"b"
0.0,1.0,0.77778,1.0,0.90347,0.77778,-0.11111,1.0,-0.11111,0.0,0.11111,"g"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,-1.0,"b"
-0.45455,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.09091,0.09091,0.45455,"g"
0.0,0.17045,0.01894,0.62121,0.25758,0.36364,0.39394,0.3447,0.17803,0.32955,0.24242,"b"
0.23529,1.0,1.0,1.0,1.0,1.0,0.23529,1.0,0.41176,-0.05882,0.05882,"g"
-0.62766,-0.67553,-0.25,0.0,-0.19149,1.0,-0.3617,0.07979,-0.70745,0.0,-0.48936,"b"
-0.16667,0.70833,0.66667,0.91667,0.83796,0.70833,0.04167,0.875,0.16667,0.04167,0.20833,"g"
0.0,0.16827,0.0,0.1859,0.17308,0.0,0.0,0.0,-0.06571,0.0,0.09615,"b"
-0.11326,0.29221,0.8245,1.0,0.48757,0.91904,-0.34281,1.0,-0.74785,-0.65224,-0.83893,"g"
1.0,0.82895,0.0,1.0,1.0,0.35088,0.07018,0.34649,-0.16228,-0.03947,-0.24561,"b"
0.00369,0.18353,0.61041,1.0,0.29208,0.71492,-0.24077,0.89919,-0.32681,-0.61189,-0.39143,"g"
-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,"b"
-0.17674,-0.07457,0.40506,0.92247,0.09312,0.63338,-0.28909,0.81702,-0.59691,-0.70729,-0.54928,"g"
1.0,0.47569,1.0,-1.0,0.33333,1.0,0.0,1.0,0.0,0.0,-1.0,"b"
0.7616,-0.00422,0.16245,0.84177,0.77937,-0.86709,0.61181,-0.37764,-0.66878,-0.65612,0.42827,"g"
0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,"b"
1.0,1.0,-1.0,1.0,0.19235,-1.0,1.0,-0.33333,-0.33333,0.0,-1.0,"g"
-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,"b"
0.14211,1.0,1.0,1.0,1.0,1.0,0.39495,1.0,1.0,1.0,0.25,"g"
0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,"b"
-0.1438,0.01336,0.09513,0.64947,-0.00046,0.03459,-0.26339,0.29796,-0.26795,-0.29441,-0.21129,"g"
0.0,-0.19792,-0.19792,0.0,0.04167,0.0,-0.33333,0.0,0.90625,0.0,-1.0,"b"
0.10123,0.18086,0.52494,1.0,0.3293,0.73781,0.54701,0.95513,0.28476,0.28714,0.23568,"g"
-1.0,-1.0,0.68839,1.0,1.0,-1.0,0.7619,1.0,-1.0,1.0,0.50794,"b"
0.43204,0.85841,0.84871,0.93669,0.87293,0.91586,0.09061,0.93123,-0.03641,-0.25324,0.09385,"g"
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-0.75,"b"
-0.78509,0.96523,0.974,1.0,0.96238,1.0,0.2782,1.0,0.09242,-0.18954,0.03885,"g"
-1.0,0.00015,-0.14343,0.36876,0.03443,-0.09677,-0.3871,1.0,0.06895,0.46502,-0.01672,"b"
-0.16964,1.0,1.0,0.79847,1.0,0.98214,0.20663,0.98151,0.30804,-0.13074,0.07908,"g"
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,"b"
-0.25346,0.13994,0.68459,1.0,0.35504,0.75723,-0.49057,1.0,-0.87327,-0.58019,-0.78239,"g"
0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.85,-1.0,-1.0,-1.0,"b"
-0.09091,0.86364,0.86364,1.0,0.91541,0.90909,0.0,1.0,0.09091,0.0,0.09091,"g"
1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,"b"
0.17647,0.91176,0.76471,0.91176,0.92663,0.94118,-0.17647,0.91176,0.02941,0.0,-0.11765,"g"
0.15244,0.14939,-0.31402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,"b"
0.01756,0.57418,0.7255,0.47368,0.65419,0.78315,0.0,0.68421,0.08141,0.47368,-0.21053,"g"
0.0,0.0,-0.35256,-0.00641,-0.61538,0.0,0.0,0.0,-0.80769,0.0,0.0,"b"
0.54545,0.72727,0.90909,1.0,1.0,0.63636,0.0,1.0,0.0775,-0.63636,0.36364,"g"
-1.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,"b"
0.09091,0.28985,0.36364,0.45455,0.34442,0.48612,-0.09091,0.63636,0.18182,-0.18182,0.0,"g"
0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-0.87097,0.0,0.0,0.0,"b"
0.71429,1.0,1.0,1.0,1.0,1.0,-0.14286,1.0,0.0,-0.14286,0.05182,"g"
-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,"b"
0.82161,-0.06739,0.18823,0.87032,0.69097,-0.82417,0.58226,-0.38033,-0.5743,-0.63342,0.39762,"g"
1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,"b"
0.15766,0.11573,0.48435,0.92657,0.26978,0.66586,0.40198,0.83675,0.55684,0.51752,0.53448,"g"
-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,"b"
0.25359,-0.47419,0.13712,0.93537,-0.20995,0.5083,0.59942,0.79039,0.88869,0.82742,0.71454,"g"
1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,"b"
0.24323,-0.23846,-0.03462,0.80627,-0.1994,0.25192,0.46439,0.36923,0.44424,0.51877,0.29541,"g"
1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,"b"
0.20036,-0.10289,0.44245,0.97467,0.16813,0.69946,0.45217,0.89009,0.75622,0.66893,0.80439,"g"
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"b"
0.29757,-0.56231,-0.12064,0.92308,-0.38798,0.31705,0.62719,0.70588,0.71327,0.76818,0.50131,"g"
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,"b"
0.69431,0.42152,-0.46637,0.88804,0.30406,-0.8296,0.80441,-0.06726,-0.64338,-0.08205,-0.29838,"g"
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,"b"
0.10278,0.30588,0.57399,0.73523,0.44174,0.68798,0.21225,0.5558,0.44872,0.17287,1.0,"g"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"b"
-0.0026,1.0,0.9777,0.94649,0.95243,0.98625,0.0353,0.95801,0.07098,0.07135,0.00818,"g"
-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"b"
0.01513,0.54632,0.64503,0.50466,0.59935,0.68101,0.05594,0.68065,0.07381,0.05692,0.0676,"g"
-0.76087,0.56522,0.64883,0.68729,0.89262,0.7592,0.73746,0.76087,0.77425,-0.25084,0.53846,"b"
-0.2963,1.0,0.98215,0.76296,0.92148,1.0,-0.42778,0.8,0.22037,0.01852,0.02037,"g"
0.07393,-0.19066,0.24903,0.38521,-0.06024,0.08949,0.25292,0.23346,0.29961,0.36965,0.14786,"b"
-0.05357,0.625,0.47817,0.5754,0.61291,0.62698,0.09921,0.53968,0.0377,0.02579,-0.13492,"g"
