@relation sonar_all_data_part1
@attribute s11 real
@attribute s51 real
@attribute s21 real
@attribute s36 real
@attribute s46 real
@attribute s6 real
@attribute s16 real
@attribute s56 real
@attribute s26 real
@attribute s31 real
@attribute s41 real
@attribute s1 real
@attribute class{M,R}
@data
0.168,0.0168,0.4865,0.2226,0.1917,0.0526,0.7201,0.0124,0.775,0.477,0.153,0.0177,"R"
0.3376,0.0118,0.9857,0.5077,0.1948,0.0201,0.4441,0.0047,0.6875,0.3791,0.2044,0.01,"R"
0.2607,0.0091,0.7473,0.1369,0.0663,0.0789,0.4183,0.014,0.5897,0.2268,0.1638,0.0189,"R"
0.1934,0.0061,0.5053,0.5564,0.1687,0.0513,0.4997,0.0094,0.8943,0.554,0.3321,0.024,"R"
0.197,0.0056,0.3733,0.3195,0.0956,0.0752,0.5121,0.006,0.8223,0.3534,0.1174,0.0084,"R"
0.0728,0.0261,0.8631,0.448,0.159,0.0571,0.4602,0.0089,0.6042,0.3851,0.3548,0.0195,"R"
0.1109,0.021,0.8017,0.5569,0.137,0.0678,0.2036,0.0073,0.3241,0.7532,0.2556,0.0442,"R"
0.1767,0.0089,0.7672,0.4676,0.0779,0.02,0.3463,0.0101,0.3482,0.583,0.1679,0.0311,"R"
0.2327,0.0307,0.4497,0.3228,0.0522,0.1432,0.2307,0.0096,0.5341,0.2481,0.0683,0.0206,"R"
0.1303,0.0134,0.4925,0.6695,0.0635,0.0706,0.0717,0.0129,0.6937,0.5836,0.3267,0.0094,"R"
0.1475,0.0036,0.3485,0.5142,0.0695,0.0981,0.1678,0.0063,0.8772,0.6601,0.1994,0.0333,"R"
0.1152,0.0149,0.1354,0.3929,0.058,0.0492,0.2077,0.0018,0.8119,0.6292,0.1306,0.0123,"R"
0.1579,0.03,0.231,0.6718,0.0187,0.0795,0.2032,0.0097,0.8206,0.4846,0.2742,0.0091,"R"
0.1606,0.0199,0.2493,0.4546,0.0213,0.0637,0.2652,0.0068,0.6874,0.8996,0.1173,0.0068,"R"
0.0888,0.0022,0.43,0.5868,0.0791,0.0458,0.2799,0.0054,0.6571,0.8448,0.222,0.0093,"R"
0.0869,0.0053,0.3363,1.0,0.191,0.0438,0.3283,0.002,0.8901,0.892,0.3019,0.0211,"R"
0.2132,0.0309,0.433,0.9922,0.1938,0.1172,0.5367,0.0092,0.8989,0.7284,0.2917,0.0093,"R"
0.0891,0.0206,0.4978,0.7313,0.4514,0.1323,0.2871,0.0198,0.5715,0.8052,0.7751,0.0257,"R"
0.2459,0.0066,0.8835,0.7468,0.0442,0.1817,0.3731,0.0198,0.8905,0.2787,0.522,0.0408,"R"
0.3336,0.007,1.0,0.7022,0.1136,0.175,0.7295,0.0051,0.7755,0.2438,0.4375,0.0308,"R"
0.1564,0.0066,0.6079,0.5393,0.2518,0.0733,0.1563,0.0073,0.6215,0.513,0.7196,0.0373,"R"
0.1459,0.0026,0.6484,0.5271,0.1124,0.069,0.0572,0.014,0.8582,0.4521,0.4107,0.019,"R"
0.2143,0.0069,0.7468,0.6078,0.1343,0.1883,0.1136,0.0069,0.9481,0.5619,0.3422,0.0119,"R"
0.1078,0.0098,0.1268,1.0,0.2193,0.0792,0.124,0.0108,0.7876,0.7659,0.2585,0.0353,"R"
0.075,0.0109,0.4084,0.5122,0.0527,0.0767,0.2934,0.0039,0.8386,0.492,0.4196,0.0131,"R"
0.1315,0.0015,0.5665,0.2157,0.0138,0.0682,0.2568,0.005,0.9419,0.4147,0.1513,0.0087,"R"
0.0528,0.0076,0.5402,0.2561,0.0681,0.0612,0.2321,0.0102,0.8938,0.6126,0.1552,0.0293,"R"
0.1445,0.0136,0.4893,0.2123,0.1286,0.0668,0.1985,0.0048,0.8823,0.6463,0.1659,0.0132,"R"
0.1742,0.0032,0.5328,0.268,0.1044,0.0208,0.2097,0.0037,0.9405,0.6701,0.117,0.0201,"R"
0.1911,0.0048,0.5525,0.2297,0.0815,0.0391,0.2023,0.0046,0.9858,0.5893,0.0871,0.0152,"R"
0.1564,0.0018,0.5438,0.6764,0.0978,0.1026,0.1134,0.0122,0.9105,0.6407,0.2509,0.0216,"R"
0.1442,0.0051,0.5958,0.5459,0.0297,0.0906,0.0844,0.0057,0.9942,0.6499,0.1836,0.0225,"R"
0.0888,0.0019,0.5959,0.5071,0.0505,0.0696,0.0742,0.0048,0.9802,0.5786,0.1967,0.0125,"R"
0.1532,0.0092,0.6673,0.5318,0.0278,0.0778,0.1145,0.0045,1.0,0.59,0.1679,0.013,"R"
0.1576,0.0025,0.6797,0.5284,0.0473,0.0929,0.2215,0.0024,0.9174,0.5831,0.1088,0.0135,"R"
0.0775,0.0047,0.6275,0.668,0.0333,0.0771,0.1304,0.0029,0.8756,0.6987,0.1716,0.0086,"R"
0.0978,0.0029,0.5911,0.5515,0.0687,0.0618,0.1297,0.0019,0.5647,0.7676,0.2502,0.0067,"R"
0.0289,0.0252,0.3031,0.9517,0.0971,0.0806,0.1227,0.0105,0.1653,0.6102,0.5102,0.0071,"R"
0.0526,0.0088,0.1976,0.9705,0.064,0.0351,0.1688,0.005,0.2141,0.7046,0.545,0.0176,"R"
0.0327,0.01,0.2224,0.9348,0.0508,0.0438,0.2232,0.0097,0.2278,0.8055,0.5651,0.0265,"R"
0.0906,0.0058,0.2069,0.9605,0.0801,0.1342,0.1669,0.007,0.1923,0.7063,0.6035,0.0368,"R"
0.1522,0.0125,0.2297,0.4593,0.2414,0.0249,0.089,0.0022,0.5448,0.9546,0.1713,0.0195,"R"
0.1203,0.0082,0.2005,0.2344,0.067,0.0785,0.2138,0.0021,1.0,0.3609,0.2241,0.0216,"R"
0.0937,0.0023,0.2146,0.1725,0.1178,0.0284,0.1666,0.0036,0.9622,0.2727,0.2984,0.0065,"R"
0.0937,0.0079,0.2257,0.2268,0.0965,0.1197,0.1732,0.0004,1.0,0.3233,0.2619,0.0036,"R"
0.1063,0.014,0.2429,0.1787,0.091,0.0613,0.1918,0.0044,1.0,0.2746,0.315,0.0208,"R"
0.1261,0.0024,0.3797,0.2288,0.1717,0.0136,0.1396,0.0022,0.7511,0.2206,0.2682,0.0139,"R"
0.0972,0.0124,0.8297,0.2276,0.0025,0.0863,0.657,0.0077,0.9667,0.2895,0.0488,0.0109,"R"
0.0843,0.0188,0.9413,0.1348,0.057,0.1529,0.7973,0.0065,0.9309,0.4161,0.0845,0.0202,"R"
0.0938,0.0155,1.0,0.0733,0.0391,0.0742,0.8278,0.0078,0.9724,0.4727,0.0694,0.0239,"R"
0.0357,0.0033,1.0,0.0549,0.0505,0.0804,0.6225,0.0169,0.9086,0.4633,0.1264,0.0336,"R"
0.0575,0.0154,1.0,0.0352,0.0654,0.086,0.6847,0.0072,0.943,0.2992,0.1115,0.0231,"R"
0.1106,0.0161,0.9493,0.0671,0.021,0.0887,0.4754,0.0058,0.7895,0.4929,0.1677,0.0108,"R"
0.2709,0.0115,0.9116,0.2312,0.0276,0.1452,0.7213,0.0056,0.3443,0.438,0.161,0.0229,"R"
0.3242,0.0122,0.8142,0.1975,0.2195,0.1009,0.8468,0.006,0.8458,0.6005,0.1968,0.01,"R"
0.2373,0.0113,0.7561,0.0899,0.2732,0.1019,0.7555,0.0087,0.8014,0.5563,0.1581,0.0409,"R"
0.4079,0.0095,0.8106,0.1422,0.17,0.1164,0.8073,0.0094,0.8204,0.5753,0.2241,0.0217,"R"
0.3135,0.0093,0.8443,0.1036,0.22,0.1635,0.7868,0.0065,0.6793,0.4729,0.2649,0.0378,"R"
0.3042,0.0223,0.5605,0.6847,0.1704,0.1306,0.7257,0.0063,0.7092,0.4072,0.3966,0.0365,"R"
0.2139,0.0143,0.5148,0.7147,0.1886,0.0488,0.7807,0.0057,0.6797,0.4241,0.42,0.0188,"R"
0.2707,0.0128,0.5297,0.7409,0.2798,0.0534,0.6699,0.0051,0.6247,0.4754,0.4482,0.0856,"R"
0.2366,0.0255,0.5103,0.5843,0.0729,0.0973,0.7312,0.0074,0.6399,0.2665,0.399,0.0274,"R"
0.2974,0.0242,0.4019,0.665,0.1946,0.0834,0.6804,0.003,0.7115,0.4906,0.4925,0.0235,"R"
0.3015,0.0027,0.5001,0.718,0.066,0.2587,0.9751,0.0022,0.769,0.6299,0.0601,0.0126,"R"
0.2653,0.0085,0.528,0.4787,0.08,0.3823,0.7152,0.0116,0.7712,0.7792,0.2933,0.0253,"R"
0.103,0.0132,0.3598,0.0791,0.0933,0.0701,0.2978,0.0015,0.6323,0.5509,0.2769,0.026,"R"
0.2693,0.0121,0.446,0.1558,0.0473,0.089,0.2231,0.0151,0.7529,0.5427,0.2344,0.0459,"R"
0.0994,0.0108,0.3613,0.0916,0.0606,0.1224,0.241,0.0085,0.7152,0.4841,0.1901,0.0025,"R"
0.0942,0.0,0.347,0.4572,0.0,0.1051,0.205,0.0137,0.2626,0.4766,0.2292,0.0291,"R"
0.0904,0.0076,0.2109,0.3235,0.0374,0.0473,0.1231,0.0041,0.1969,0.5517,0.2478,0.0181,"R"
0.0947,0.0268,0.3264,0.7563,0.2438,0.1908,0.3323,0.0119,0.4475,0.4091,0.6508,0.0491,"M"
0.2907,0.0156,0.2243,0.4577,0.2246,0.1791,0.3956,0.0013,0.2796,0.3714,0.3603,0.1313,"M"
0.2251,0.0081,0.2395,0.1816,0.1751,0.0871,0.5553,0.009,0.4082,0.3869,0.2912,0.0201,"M"
0.5466,0.0257,0.6908,0.134,0.0129,0.119,0.8705,0.0187,0.2839,0.1979,0.1313,0.0629,"M"
0.5533,0.0302,0.576,0.0754,0.0487,0.118,0.7391,0.0193,0.4862,0.356,0.0576,0.0335,"M"
0.3208,0.0215,0.7326,0.2814,0.0553,0.0561,0.7221,0.0122,0.164,0.2767,0.0934,0.0587,"M"
0.2969,0.0137,0.7685,0.3511,0.0443,0.0472,0.7487,0.0074,0.0921,0.3264,0.0745,0.0162,"M"
0.3877,0.0063,0.824,0.3172,0.0576,0.0577,0.7339,0.0152,0.1543,0.2694,0.6202,0.0307,"M"
0.25,0.0031,0.8646,0.2347,0.0307,0.0924,0.6464,0.0277,0.4853,0.3032,0.1747,0.0116,"M"
0.0897,0.0133,0.8073,0.4777,0.1117,0.0756,0.502,0.0129,0.4946,0.3139,0.4064,0.0331,"M"
0.1255,0.0009,0.8416,0.4619,0.1789,0.1524,0.5392,0.0131,0.6162,0.3367,0.37,0.0428,"M"
0.1582,0.0028,0.9144,0.4195,0.0932,0.0773,0.4665,0.0081,0.5763,0.2936,0.3194,0.0599,"M"
0.1132,0.0253,0.8759,0.3762,0.1688,0.0783,0.4191,0.0068,0.8647,0.4079,0.3741,0.0264,"M"
0.1125,0.0104,0.8906,0.3958,0.1181,0.0418,0.4998,0.0099,0.7867,0.2077,0.4344,0.021,"M"
0.161,0.0299,0.9171,0.5023,0.1299,0.2247,0.4144,0.0151,0.7053,0.1446,0.3408,0.053,"M"
0.2799,0.0137,1.0,0.5437,0.0919,0.1493,0.5411,0.0084,0.5324,0.3138,0.1674,0.0454,"M"
0.1995,0.0109,0.9275,0.2401,0.1111,0.1673,0.5036,0.0073,0.6154,0.2185,0.4059,0.0283,"M"
0.2486,0.0213,1.0,0.3301,0.1003,0.2062,0.6755,0.0041,0.6744,0.3924,0.2354,0.0114,"M"
0.2309,0.0222,0.8804,0.4538,0.0369,0.1215,0.661,0.0165,0.6433,0.2056,0.438,0.0414,"M"
0.2228,0.0216,0.9891,0.1956,0.1097,0.1795,0.5107,0.0055,0.8674,0.2331,0.1911,0.0094,"M"
0.2621,0.0185,0.9349,0.1344,0.1199,0.1506,0.4499,0.0095,0.9455,0.3857,0.3258,0.0228,"M"
0.1989,0.025,0.8379,0.1533,0.1177,0.1916,0.4359,0.005,1.0,0.5462,0.1322,0.0363,"M"
0.289,0.0135,0.8396,0.0185,0.0307,0.1513,0.5398,0.0124,0.9121,0.4264,0.2144,0.0261,"M"
0.1809,0.0146,0.7084,0.1613,0.1216,0.0735,0.5325,0.0102,1.0,0.5342,0.2978,0.0346,"M"
0.2164,0.0128,0.8941,0.1788,0.0768,0.0921,0.5335,0.0157,0.8991,0.3765,0.3363,0.0162,"M"
0.2855,0.014,0.8995,0.1406,0.0965,0.1538,0.6087,0.0133,1.0,0.4469,0.1773,0.0249,"M"
0.221,0.0197,0.7811,0.1525,0.0779,0.1256,0.5512,0.0092,0.9395,0.4301,0.2409,0.027,"M"
0.3645,0.0152,0.6918,0.1519,0.1433,0.1515,0.4823,0.0111,0.8585,0.4505,0.2778,0.0388,"M"
0.333,0.0159,0.7999,0.2331,0.1753,0.1651,0.6573,0.0125,0.9409,0.3501,0.3074,0.0228,"M"
0.4867,0.0216,0.898,0.1588,0.0676,0.1801,0.9718,0.0042,0.5488,0.3698,0.2234,0.0715,"M"
0.3943,0.0316,0.892,0.2148,0.1083,0.168,0.8292,0.0101,0.8321,0.2747,0.2369,0.0209,"M"
0.3483,0.0353,0.889,0.1817,0.1395,0.1422,0.8272,0.0087,0.6318,0.3075,0.1602,0.0374,"M"
0.4257,0.0171,0.796,0.1041,0.1062,0.1428,0.7939,0.0067,0.5572,0.2684,0.1301,0.1371,"M"
0.3794,0.0248,0.7156,0.1039,0.1483,0.2611,0.9016,0.0055,0.2279,0.1025,0.1103,0.0443,"M"
0.3816,0.0228,0.9777,0.8547,0.4232,0.1267,0.3602,0.011,0.2854,0.2848,0.281,0.115,"M"
0.3488,0.0206,1.0,0.7375,0.3067,0.1207,0.5312,0.0212,0.379,0.2316,0.2762,0.0968,"M"
0.5002,0.0193,0.9939,0.7174,0.3839,0.0226,0.4579,0.0249,0.3981,0.4326,0.4554,0.079,"M"
0.5304,0.0172,0.7992,0.9212,0.3097,0.1125,0.6632,0.0032,0.2847,0.3825,0.2087,0.1083,"M"
0.335,0.048,0.9779,0.938,0.1806,0.1227,0.3828,0.0326,0.3443,0.1969,0.5163,0.0094,"M"
0.4733,0.014,0.9312,0.8406,0.4305,0.1731,0.4659,0.0167,0.5609,0.5638,0.3724,0.1088,"M"
0.7342,0.0208,0.6527,0.4373,0.0138,0.0277,0.3737,0.0049,0.5323,0.4393,0.2964,0.043,"M"
0.1739,0.0361,0.2604,0.4219,0.2134,0.277,0.258,0.0161,0.6521,0.5101,0.2837,0.0731,"M"
0.1791,0.0244,0.5606,0.0875,0.1146,0.1048,0.3234,0.0185,0.6757,0.6655,0.4627,0.0164,"M"
0.1546,0.0798,0.54,0.2803,0.5777,0.1124,0.5079,0.0166,0.4606,0.8005,0.5869,0.0412,"M"
0.234,0.0291,0.7464,0.1712,0.5692,0.0844,0.5543,0.0138,0.7131,0.9513,0.5331,0.0707,"M"
0.2544,0.038,0.5562,0.4775,0.5123,0.1022,0.2285,0.0174,0.5423,0.8787,0.5886,0.0526,"M"
0.2646,0.0456,0.5187,0.4134,0.6214,0.2431,0.2764,0.0129,0.5308,0.9656,0.6935,0.0516,"M"
0.0523,0.0342,0.3112,0.3042,0.5293,0.0629,0.3892,0.0046,0.467,0.7382,0.5657,0.0299,"M"
0.2534,0.0234,0.5342,0.7109,0.4442,0.18,0.3308,0.0117,0.6141,0.5455,0.525,0.0721,"M"
0.2509,0.1004,0.3184,0.4014,0.7292,0.1328,0.3129,0.0087,0.4591,0.7514,0.5109,0.1021,"M"
0.2128,0.0243,0.5248,0.0704,0.5649,0.1257,0.4331,0.0394,0.875,0.7138,0.3924,0.0654,"M"
0.2891,0.0154,0.8958,0.0998,0.0734,0.1165,0.193,0.0048,0.6607,0.4347,0.1455,0.0712,"M"
0.1796,0.0171,0.8159,0.1726,0.34,0.0324,0.399,0.0121,0.5738,0.1,0.3674,0.0207,"M"
0.1748,0.0133,0.9264,0.2489,0.0417,0.0766,0.3827,0.0029,0.3172,0.3293,0.1599,0.0209,"M"
0.2245,0.0151,0.9921,0.376,0.0303,0.0116,0.5595,0.0114,0.5179,0.2286,0.1046,0.0231,"M"
0.2295,0.0111,0.7352,0.2353,0.1545,0.0481,0.5343,0.0065,0.2924,0.5168,0.1195,0.0131,"M"
0.1239,0.0071,1.0,0.0944,0.1058,0.1515,0.6707,0.0061,0.4716,0.3554,0.2045,0.0233,"M"
0.118,0.0039,0.9615,0.0955,0.1787,0.1267,0.6592,0.0029,0.5395,0.295,0.2318,0.0117,"M"
0.0785,0.0174,0.9162,0.2138,0.0765,0.1563,0.6122,0.0031,0.329,0.4613,0.1644,0.0211,"M"
0.3265,0.0129,0.1557,0.6879,0.3196,0.1278,0.2401,0.0068,0.8938,0.8828,0.4546,0.0047,"M"
0.2188,0.0253,0.0521,0.6884,0.4042,0.0833,0.161,0.0092,0.7576,0.9657,0.5841,0.0201,"M"
0.3104,0.0079,0.0576,0.799,0.2674,0.1019,0.208,0.0097,0.7825,0.9308,0.434,0.0107,"M"
0.2946,0.0214,0.1624,0.7771,0.2404,0.1121,0.3019,0.0023,0.7545,0.9646,0.4433,0.0235,"M"
0.2506,0.0121,0.0625,0.6629,0.2966,0.125,0.1193,0.0079,0.8959,0.8854,0.4325,0.0258,"M"
0.2192,0.0271,0.0512,0.6848,0.4803,0.0665,0.1237,0.0089,0.7474,0.9065,0.5597,0.0305,"M"
0.2343,0.0205,0.5116,0.2331,0.179,0.0526,0.1967,0.0049,0.8912,0.5651,0.4467,0.0217,"M"
0.2472,0.0092,0.6753,0.3777,0.1457,0.0865,0.2808,0.0064,0.846,0.4335,0.2575,0.0072,"M"
0.3691,0.0027,0.7894,0.3905,0.2764,0.1444,0.1139,0.002,0.5698,0.8069,0.7664,0.0163,"M"
0.2549,0.0167,0.8099,0.4694,0.0785,0.0849,0.2666,0.0058,0.8045,0.7309,0.5177,0.0221,"M"
0.137,0.0181,0.2836,0.2007,0.4262,0.0385,0.1196,0.0132,0.3562,0.8528,0.4973,0.0411,"M"
0.11,0.0169,0.581,0.739,0.347,0.0253,0.0906,0.0058,0.7367,0.3349,0.2355,0.0137,"M"
0.2118,0.0045,0.742,0.9361,0.2226,0.0817,0.1951,0.0029,0.9945,0.2184,0.2674,0.0015,"M"
0.2026,0.0024,0.6663,0.8209,0.1714,0.0349,0.1533,0.0058,0.9137,0.2707,0.3508,0.013,"M"
0.2405,0.0046,0.6508,0.987,0.2525,0.0744,0.11,0.0008,0.9321,0.1357,0.2642,0.0134,"M"
0.6254,0.0086,0.855,0.5188,0.1211,0.0808,0.0422,0.0126,0.8084,0.3485,0.2605,0.0179,"M"
0.3273,0.0122,0.696,0.3578,0.0798,0.0887,0.1308,0.0025,0.8172,0.5772,0.3648,0.018,"M"
0.3056,0.0104,0.4539,0.1428,0.0825,0.1482,0.2808,0.0053,1.0,0.0482,0.3859,0.0329,"M"
0.4786,0.0125,0.7271,0.1923,0.3639,0.069,0.3889,0.0132,0.9161,0.2522,0.3231,0.0191,"M"
0.4231,0.0041,0.7044,0.2885,0.2581,0.0998,0.2956,0.0054,0.9985,0.3849,0.0541,0.0294,"M"
0.4674,0.0154,0.7702,0.3724,0.1423,0.126,0.3492,0.0095,0.9662,0.328,0.122,0.0635,"M"
0.2931,0.0125,0.7209,0.4296,0.1294,0.0443,0.2007,0.0035,1.0,0.5351,0.1921,0.0201,"M"
0.1734,0.0091,0.4282,0.1405,0.0691,0.0629,0.2056,0.0072,0.7984,0.6108,0.3009,0.0197,"M"
0.3078,0.0118,0.6474,0.2897,0.0566,0.1416,0.2252,0.0062,0.6767,0.8086,0.3454,0.0394,"M"
0.5222,0.0249,0.8202,0.1477,0.2001,0.1827,0.1784,0.0037,0.7288,0.4363,0.1491,0.031,"M"
0.3412,0.0367,0.6802,0.1799,0.3593,0.0973,0.3172,0.0075,0.8412,0.5632,0.5046,0.0423,"M"
0.4229,0.0357,0.765,0.3157,0.1952,0.1039,0.3496,0.004,0.8614,0.5403,0.3051,0.0095,"M"
0.4025,0.031,0.8147,0.3356,0.2216,0.0932,0.3447,0.0012,0.8688,0.5876,0.2613,0.0096,"M"
0.6675,0.0346,0.8959,0.3156,0.092,0.2103,0.2856,0.0045,0.8254,0.3203,0.1181,0.0269,"M"
0.5245,0.0329,0.8751,0.2249,0.1901,0.1027,0.3075,0.0042,0.8792,0.4934,0.2321,0.034,"M"
0.3504,0.0054,0.489,0.1147,0.5904,0.1579,0.3002,0.0031,0.7256,0.9273,0.5988,0.0209,"M"
0.2936,0.0151,0.3504,0.1519,0.2187,0.0679,0.2534,0.0092,0.6325,0.5524,0.3717,0.0368,"M"
0.3003,0.0199,0.3355,0.1149,0.1092,0.0845,0.1452,0.0044,0.7707,0.4973,0.3103,0.0089,"M"
0.2361,0.0223,0.4268,0.1394,0.1234,0.1425,0.1745,0.0079,0.7595,0.5848,0.2258,0.0158,"M"
0.2476,0.0189,0.4102,0.1245,0.1883,0.0779,0.1892,0.0038,0.7985,0.6167,0.2437,0.0156,"M"
0.2128,0.0138,0.3786,0.0922,0.1833,0.1057,0.1485,0.0007,0.8337,0.5967,0.2518,0.0315,"M"
0.2481,0.0185,0.383,0.0801,0.1665,0.1146,0.1405,0.0084,0.7843,0.6083,0.197,0.0056,"M"
0.2198,0.0209,0.3906,0.0985,0.194,0.0874,0.1786,0.0042,0.8395,0.65,0.2438,0.0203,"M"
0.268,0.0089,0.5071,0.044,0.0723,0.0491,0.2127,0.0042,0.9711,0.6457,0.1066,0.0392,"M"
0.2431,0.0204,0.7531,0.0317,0.2283,0.0787,0.2347,0.0027,0.9836,0.4901,0.0665,0.0129,"M"
0.2521,0.0281,0.8346,0.114,0.2265,0.083,0.2055,0.0062,0.9801,0.3857,0.0572,0.005,"M"
0.2222,0.0166,0.7766,0.0561,0.1985,0.0252,0.1863,0.0016,0.9835,0.4181,0.0386,0.0366,"M"
0.2652,0.0186,0.7616,0.0271,0.2047,0.0766,0.1735,0.0026,0.947,0.4302,0.036,0.0238,"M"
0.3171,0.0202,0.7934,0.126,0.1651,0.0545,0.1791,0.0026,0.9562,0.3997,0.0438,0.0116,"M"
0.3468,0.0137,0.801,0.1327,0.2335,0.1341,0.2122,0.0071,0.9474,0.3772,0.0846,0.0131,"M"
0.3188,0.013,0.7969,0.008,0.2012,0.1091,0.2794,0.0046,0.8814,0.3934,0.0873,0.0335,"M"
0.3941,0.0146,0.2802,0.0434,0.0581,0.1103,0.2043,0.0098,0.8494,0.6472,0.1702,0.0272,"M"
0.3108,0.0203,0.413,0.0608,0.1085,0.163,0.22,0.0101,0.93,0.6041,0.1201,0.0187,"M"
0.3085,0.0051,0.3272,0.1297,0.008,0.0958,0.1534,0.0063,0.9912,0.7691,0.1562,0.0323,"M"
0.2716,0.0155,0.3164,0.1446,0.0757,0.1171,0.1503,0.0089,0.9986,0.7717,0.149,0.0522,"M"
0.2898,0.0042,0.5685,0.0364,0.0985,0.1354,0.1444,0.0035,1.0,0.6893,0.0492,0.0303,"M"
0.272,0.0181,0.57,0.1869,0.147,0.0338,0.1708,0.0061,1.0,0.7622,0.0847,0.026,"M"
